Year,Brand,Model,Body Type,Drivetrain,Interior Colour,Exterior Colour,Fuel Type,Transmission Type,Doors,Cylinder Count,Fuel Efficiency (Lt/100kms),Distance (km),Mileage (kms/Lt),Years Used,Price
2022,BMW,X3,SUV,AWD,Other Colour,White,Gas,Automatic,4,4,9.88,17432,10.1,2,56940
2021,BMW,Other Model Type,Coupe,AWD,Other Colour,Black,Gas,Automatic,2,4,8.7,14938,11.5,3,56980
2019,BMW,X5,SUV,AWD,Black,Black,Gas,Automatic,4,,10.53,42323,9.5,5,57500
2021,BMW,Other Model Type,SUV,AWD,Black,Black,Premium Unleaded,Automatic,2,4,9.3,15177,10.8,3,57586
2019,BMW,Other Model Type,SUV,AWD,Other Colour,White,Gas,Automatic,4,6,10.46,32380,9.6,5,57990
2020,BMW,X3,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,4,,10.13,49591,9.9,4,58199
2019,BMW,X5,SUV,AWD,Black,Grey,Gas,Automatic,4,6,10.53,26819,9.5,5,58800
2019,BMW,Other Model Type,Sedan,AWD,Black,Other Colour,Gas,Automatic,4,,11.46,65788,8.7,5,58888
2019,BMW,X5,SUV,AWD,Tan,Other Colour,Gas,Automatic,4,6,10.53,70000,9.5,5,59895
2019,BMW,X5,SUV,AWD,Other Colour,White,Gas,Automatic,4,6,10.53,46547,9.5,5,59900
2019,BMW,X5,SUV,AWD,Black,Black,Gas,Automatic,4,6,10.53,34792,9.5,5,59900
2019,BMW,X5,SUV,AWD,Other Colour,White,Gas,Automatic,4,6,10.53,49778,9.5,5,59990
2019,BMW,Other Model Type,Coupe,RWD,Black,White,Gas,Manual,2,6,11.69,57800,8.6,5,59995
2019,BMW,X5,SUV,AWD,Black,Black,Gas,Automatic,4,6,10.53,18800,9.5,5,59998
2017,BMW,Other Model Type,Sedan,RWD,Red,Grey,Gas,Manual,,6,11.63,75727,8.6,7,60880
2020,BMW,X5,SUV,AWD,Black,Black,Gas,Automatic,4,,10.53,40000,9.5,4,60888
2018,BMW,Other Model Type,Sedan,AWD,Black,Black,Diesel,Automatic,4,4,6.95,78707,14.4,6,33900
2015,BMW,Other Model Type,Convertible,RWD,White,Blue,Gas,Automatic,2,6,11.8,53000,8.5,9,61988
2019,BMW,X5,SUV,AWD,Other Colour,Black,Gas,Automatic,,,10.53,39500,9.5,5,62880
2019,BMW,Other Model Type,SUV,AWD,Red,White,Gas,Automatic,4,6,11.61,40532,8.6,5,62995
2020,BMW,X5,SUV,AWD,Other Colour,Blue,Gas,Automatic,4,6,10.53,73017,9.5,4,64885
2019,BMW,X5,SUV,AWD,Black,Black,Gas,Automatic,4,,10.53,36500,9.5,5,64888
2018,BMW,Other Model Type,Coupe,RWD,Black,White,Gas,Automatic,2,6,11.61,53375,8.6,6,65900
2020,BMW,X5,SUV,AWD,Other Colour,Blue,Gas,Automatic,4,6,10.53,60811,9.5,4,65990
2020,BMW,Other Model Type,Coupe,RWD,Other Colour,White,Gas,Automatic,2,6,11.69,37736,8.6,4,69888
2019,BMW,Other Model Type,Coupe,RWD,Black,Blue,Gas,Manual,2,,11.69,4194,8.6,5,69995
2020,BMW,X5,SUV,AWD,Brown,Black,Gas,Automatic,4,,10.53,27700,9.5,4,70499
2020,BMW,X5,SUV,AWD,Black,Grey,Gas,Automatic,,6,10.53,24803,9.5,4,70999
2019,BMW,Other Model Type,Convertible,RWD,Other Colour,Blue,Gas,Other,2,6,11.82,50516,8.5,5,71885
2020,BMW,Other Model Type,Coupe,RWD,Other Colour,Black,Gas,Automatic,2,6,11.69,46368,8.6,4,71980
2019,BMW,Other Model Type,SUV,AWD,Brown,Black,Gas,Automatic,4,6,10.83,48000,9.2,5,71995
2021,BMW,X5,SUV,AWD,Black,White,Premium Unleaded,Automatic,4,6,10.41,18710,9.6,3,73480
2017,BMW,Other Model Type,Convertible,RWD,Red,Other Colour,Gas,Automatic,2,,11.8,78000,8.5,7,74888
2018,BMW,Other Model Type,Convertible,RWD,Black,Black,Gas,Automatic,2,6,11.82,32458,8.5,6,75888
2020,BMW,Other Model Type,Coupe,RWD,Other Colour,Blue,Gas,Other,,6,11.69,15422,8.6,4,77980
2020,BMW,Other Model Type,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,,,10.53,32476,9.5,4,78880
2020,BMW,Other Model Type,Coupe,RWD,Black,Grey,Gas,Manual,,6,11.69,33868,8.6,4,78998
2020,BMW,Other Model Type,Coupe,RWD,Other Colour,Red,Gas,Manual,2,6,11.69,23944,8.6,4,78999
2020,BMW,Other Model Type,SUV,AWD,Other Colour,Black,Gas,Automatic,4,6,10.53,28121,9.5,4,84990
2020,BMW,Other Model Type,Coupe,RWD,Black,White,Gas,Automatic,2,6,11.69,15993,8.6,4,85995
2019,BMW,Other Model Type,Convertible,AWD,Black,White,Gas,Automatic,2,8,11.57,68188,8.6,5,88980
2021,BMW,Other Model Type,Sedan,AWD,Other Colour,Black,Gas,Automatic,,8,12.43,68036,8.0,3,91459
2019,BMW,Other Model Type,Convertible,AWD,Black,White,Gas,Automatic,2,,11.57,40000,8.6,5,93888
2020,BMW,Other Model Type,Convertible,AWD,Other Colour,White,Gas,Automatic,2,8,12.43,29299,8.0,4,96000
2023,BMW,X3,SUV,AWD,Black,Black,Premium Unleaded,Automatic,2,6,13.9,9950,7.2,1,98888
2019,BMW,Other Model Type,Convertible,AWD,Other Colour,White,Gas,Automatic,2,8,11.57,28586,8.6,5,99880
2022,BMW,X5,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,4,8,12.69,12000,7.9,2,99888
2021,BMW,Other Model Type,SUV,AWD,Other Colour,Black,Gas,Automatic,,,12.79,35000,7.8,3,100698
2022,BMW,Other Model Type,Sedan,AWD,Black,Black,Gas,Automatic,4,8,12.07,12366,8.3,2,106995
2021,BMW,X5,SUV,AWD,Red,Grey,Gas,Automatic,4,8,15.7,61000,6.4,3,108995
2022,BMW,Other Model Type,Sedan,AWD,Black,Black,Gas,Automatic,2,8,11.7,19832,8.5,2,109900
2022,BMW,Other Model Type,Coupe,AWD,Other Colour,Blue,Gas,Automatic,2,8,11.7,15942,8.5,2,110990
2022,BMW,Other Model Type,Convertible,AWD,Other Colour,Black,Gas,Automatic,2,6,12.98,16077,7.7,2,118838
2022,BMW,Other Model Type,Convertible,AWD,Other Colour,Red,Gas,Automatic,2,6,12.98,5688,7.7,2,119900
2022,BMW,Other Model Type,Convertible,AWD,Other Colour,Grey,Gas,Automatic,2,6,12.98,2873,7.7,2,123990
2021,BMW,Other Model Type,SUV,AWD,Other Colour,Black,Premium Unleaded,Automatic,2,8,13.81,53123,7.2,3,128888
2007,BMW,X5,SUV,AWD,Black,Black,Gas,Automatic,4,8,13.34,219902,7.5,17,6495
2019,BMW,X3,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,,4,9.54,63843,10.5,5,37793
2011,BMW,Other Model Type,Sedan,AWD,Black,Black,Gas,Manual,4,6,10.19,156000,9.8,13,9995
2013,BMW,Other Model Type,SUV,AWD,Black,Black,Gas,Automatic,,,7.65,168000,13.1,11,10750
2007,BMW,X5,SUV,AWD,Black,Blue,Gas,Automatic,4,6,11.67,109500,8.6,17,10988
2010,BMW,Other Model Type,Sedan,AWD,Black,Black,Gas,Automatic,4,,10.53,118567,9.5,14,10995
2012,BMW,Other Model Type,SUV,,Other Colour,Other Colour,Gas,Automatic,,4,8.54,115477,11.7,12,11990
2011,BMW,Other Model Type,Convertible,RWD,Beige,Other Colour,Gas,Other,2,6,10.04,270000,10.0,13,11995
2010,BMW,X5,SUV,AWD,Black,White,Diesel,Automatic,4,6,9.26,148589,10.8,14,12999
2013,BMW,X3,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,,,9.57,218568,10.4,11,13599
2014,BMW,X3,SUV,AWD,Other Colour,White,Gas,Automatic,4,,8.59,148000,11.6,10,14990
2011,BMW,X5,SUV,AWD,Brown,Grey,Diesel,Automatic,4,6,9.42,159000,10.6,13,15900
2015,BMW,Other Model Type,Wagon,AWD,Black,Black,Gas,Automatic,4,4,9.07,157845,11.0,9,15990
2014,BMW,X3,SUV,AWD,Other Colour,White,Gas,Automatic,4,,9.57,174000,10.4,10,15999
2013,BMW,X3,SUV,AWD,Black,Black,Premium Unleaded,Automatic,2,4,8.38,118159,11.9,11,16990
2014,BMW,Other Model Type,Sedan,AWD,Black,Black,Gas,Automatic,4,,7.92,132000,12.6,10,16995
2011,BMW,Other Model Type,Sedan,AWD,Brown,Blue,Gas,Automatic,4,,11.15,110742,9.0,13,16995
2014,BMW,Other Model Type,Sedan,AWD,Black,White,Gas,Automatic,4,4,7.82,95809,12.8,10,16999
2014,BMW,Other Model Type,Sedan,AWD,Beige,Black,Gas,Automatic,4,4,7.82,113000,12.8,10,17800
2016,BMW,Other Model Type,Sedan,AWD,Black,Black,Gas,Automatic,4,,8.88,170378,11.3,8,17800
2011,BMW,Other Model Type,Convertible,RWD,Grey,Blue,Gas,Automatic,2,,10.04,146000,10.0,13,17995
2013,BMW,X5,SUV,AWD,Black,Black,Gas,Automatic,4,6,11.07,172943,9.0,11,18500
2015,BMW,Other Model Type,Wagon,AWD,Black,White,Gas,Automatic,4,4,9.07,122089,11.0,9,18850
2015,BMW,X3,SUV,AWD,Black,Black,Gas,Automatic,4,4,8.59,159500,11.6,9,18888
2015,BMW,Other Model Type,Sedan,AWD,Other Colour,Black,Gas,Automatic,,4,8.68,94421,11.5,9,18900
2012,BMW,X5,SUV,AWD,Black,Blue,Diesel,Automatic,4,6,9.36,121877,10.7,12,18950
2016,BMW,Other Model Type,SUV,AWD,Black,Black,Gas,Automatic,4,,9.21,159143,10.9,8,18995
2012,BMW,X5,SUV,AWD,Red,Grey,Diesel,Automatic,4,,9.36,155890,10.7,12,18995
2015,BMW,X3,SUV,AWD,Black,White,Diesel,Automatic,4,4,7.84,166168,12.8,9,19848
2016,BMW,Other Model Type,Sedan,AWD,Black,Grey,Diesel,Automatic,,,7.89,156000,12.7,8,19995
2013,BMW,Other Model Type,Sedan,AWD,Grey,White,Premium Unleaded,Automatic,4,6,8.12,116768,12.3,11,20745
2015,BMW,Other Model Type,Coupe,AWD,Black,Grey,Gas,Automatic,,,8.68,120000,11.5,9,20900
2015,BMW,X3,SUV,AWD,Black,Black,Diesel,Automatic,4,4,7.84,145000,12.8,9,21495
2016,BMW,Other Model Type,SUV,AWD,Black,Black,Gas,Automatic,4,4,9.21,130901,10.9,8,21850
2015,BMW,X3,SUV,AWD,Black,Grey,Diesel,Automatic,4,4,7.84,154000,12.8,9,21895
2012,BMW,Other Model Type,SUV,AWD,Red,White,Gas,Automatic,4,6,11.07,97000,9.0,12,21900
2018,BMW,Other Model Type,Sedan,AWD,Other Colour,White,Gas,Automatic,4,8,12.05,68576,8.3,6,51800
2018,BMW,Other Model Type,Wagon,AWD,Black,White,Gas,Automatic,4,4,9.26,97608,10.8,6,28990
2012,BMW,Other Model Type,Convertible,AWD,Brown,Black,Gas,Automatic,2,8,11.52,147436,8.7,12,22499
2011,BMW,Other Model Type,Convertible,RWD,Tan,White,Gas,Automatic,2,,9.25,133096,10.8,13,22995
2014,BMW,X5,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,4,6,11.07,154818,9.0,10,23795
2015,BMW,X3,SUV,AWD,Black,Black,Gas,Automatic,4,4,8.59,91000,11.6,9,23900
2012,BMW,Other Model Type,Coupe,AWD,Black,Black,Gas,Automatic,2,,11.16,118000,9.0,12,23900
2017,BMW,Other Model Type,Wagon,AWD,Tan,Black,Gas,Automatic,4,4,9.11,121128,11.0,7,24990
2012,BMW,Other Model Type,Coupe,AWD,Tan,Blue,Gas,Automatic,2,6,9.38,55843,10.7,12,24999
2017,BMW,Other Model Type,SUV,AWD,Black,Black,Gas,Automatic,4,4,9.11,126000,11.0,7,25495
2018,BMW,Other Model Type,Sedan,AWD,Red,White,Gas,Automatic,4,4,9.11,148000,11.0,6,26995
2014,BMW,X5,SUV,AWD,Black,Black,Gas,Automatic,4,6,11.07,123000,9.0,10,27895
2016,BMW,Other Model Type,Coupe,AWD,Red,Grey,Gas,Automatic,2,4,8.99,112000,11.1,8,27900
2015,BMW,Other Model Type,Sedan,AWD,Black,White,Gas,Automatic,4,6,10.05,112000,10.0,9,27995
2016,BMW,Other Model Type,Hatchback,AWD,Other Colour,White,Gas,Automatic,4,4,9.07,69901,11.0,8,28490
2018,BMW,Other Model Type,Sedan,AWD,Black,White,Gas,Automatic,4,4,8.85,106788,11.3,6,28990
2015,BMW,X5,SUV,AWD,Black,White,Gas,Automatic,4,,11.16,153418,9.0,9,28995
2014,BMW,X5,SUV,AWD,Black,Black,Gas,Automatic,4,,11.07,108399,9.0,10,28995
2016,BMW,Other Model Type,SUV,AWD,Brown,Blue,Gas,Automatic,4,4,10.21,95011,9.8,8,29950
2018,BMW,Other Model Type,Sedan,AWD,Black,Black,Gas,Automatic,4,4,8.85,103000,11.3,6,29995
2014,BMW,Other Model Type,Sedan,RWD,Other Colour,White,Premium Unleaded,Other,2,8,11.13,97937,9.0,10,49888
2016,BMW,X5,SUV,AWD,Cream,Black,Diesel,Automatic,4,,8.92,130000,11.2,8,29999
2017,BMW,X3,SUV,AWD,Other Colour,Blue,Gas,Automatic,4,,10.87,94888,9.2,7,30995
2019,BMW,Other Model Type,Sedan,AWD,Black,Black,Gas,Automatic,4,,9.11,96247,11.0,5,30998
2016,BMW,X5,SUV,AWD,Other Colour,White,Diesel,Automatic,4,,8.92,118000,11.2,8,31494
2019,BMW,Other Model Type,Sedan,AWD,Black,White,Gas,Automatic,4,,9.11,92285,11.0,5,31888
2016,BMW,X5,SUV,AWD,Black,White,Gas,Automatic,4,6,11.62,124560,8.6,8,31888
2015,BMW,X5,SUV,AWD,Cream,Other Colour,Gas,Automatic,5,,11.16,108144,9.0,9,31900
2017,BMW,X3,SUV,AWD,Black,White,Gas,Automatic,4,4,9.93,62314,10.1,7,31990
2018,BMW,X3,SUV,AWD,Black,White,Gas,Automatic,4,4,9.54,130000,10.5,6,32495
2018,BMW,Other Model Type,Sedan,AWD,Black,White,Gas,Automatic,4,4,6.95,83155,14.4,6,32840
2016,BMW,Other Model Type,Sedan,AWD,Black,Grey,Gas,Automatic,4,6,9.28,117000,10.8,8,32895
2011,BMW,Other Model Type,SUV,AWD,Black,Black,Gas,Automatic,4,8,14.76,87000,6.8,13,32900
2018,BMW,Other Model Type,Wagon,AWD,Other Colour,White,Gas,Automatic,,4,9.11,49079,11.0,6,32980
2018,BMW,Other Model Type,Wagon,AWD,Black,Black,Gas,Automatic,4,4,9.52,78769,10.5,6,32990
2016,BMW,Other Model Type,Sedan,AWD,Brown,Other Colour,Diesel,Automatic,4,6,7.89,123000,12.7,8,32995
2018,BMW,Other Model Type,Sedan,AWD,Other Colour,White,Gas,Automatic,,4,8.85,56210,11.3,6,33045
2019,BMW,Other Model Type,Sedan,AWD,Black,Blue,Gas,Automatic,4,,8.85,80265,11.3,5,33888
2018,BMW,Other Model Type,SUV,AWD,Other Colour,Blue,Gas,Automatic,4,4,9.52,32892,10.5,6,33900
2018,BMW,Other Model Type,Sedan,AWD,Other Colour,Other Colour,Diesel,Automatic,4,4,6.95,56812,14.4,6,33900
2018,BMW,Other Model Type,Wagon,AWD,Black,Black,Gas,Automatic,4,4,9.52,59571,10.5,6,33990
2019,BMW,Other Model Type,Wagon,AWD,Black,Black,Gas,Automatic,4,4,9.26,61593,10.8,5,34500
2018,BMW,Other Model Type,SUV,AWD,Other Colour,Grey,Gas,Automatic,4,4,9.52,48111,10.5,6,34788
2017,BMW,Other Model Type,Sedan,AWD,Black,White,Gas,Automatic,4,6,9.78,129000,10.2,7,34895
2018,BMW,Other Model Type,SUV,AWD,Black,Blue,Gas,Automatic,4,4,9.52,59397,10.5,6,34898
2017,BMW,X3,SUV,AWD,Black,White,Gas,Automatic,4,4,9.93,76000,10.1,7,34988
2019,BMW,Other Model Type,Sedan,AWD,Red,Black,Gas,Automatic,4,4,8.85,79435,11.3,5,34995
2018,BMW,Other Model Type,Sedan,AWD,Brown,Black,Gas,Automatic,4,4,9.11,70772,11.0,6,35990
2016,BMW,Other Model Type,Convertible,AWD,Red,White,Gas,Automatic,2,4,8.88,34072,11.3,8,35995
2019,BMW,X3,SUV,AWD,Black,Black,Gas,Automatic,4,,9.54,95000,10.5,5,36888
2017,BMW,X5,SUV,AWD,Other Colour,Other Colour,Diesel,Automatic,4,6,9.27,132734,10.8,7,36990
2017,BMW,Other Model Type,Coupe,AWD,Red,White,Gas,Automatic,2,6,9.78,60000,10.2,7,37895
2019,BMW,Other Model Type,Hatchback,AWD,Black,White,Gas,Automatic,4,4,9.11,47708,11.0,5,37900
2019,BMW,X3,SUV,AWD,Black,Blue,Gas,Automatic,4,,9.54,51500,10.5,5,38888
2018,BMW,Other Model Type,Sedan,AWD,Black,White,Gas,Automatic,,4,8.85,95875,11.3,6,27421
2017,BMW,X5,SUV,AWD,Brown,White,Gas,Automatic,4,,13.77,100000,7.3,7,38999
2016,BMW,Other Model Type,SUV,AWD,Red,White,Gas,Automatic,4,6,11.52,124514,8.7,8,39888
2019,BMW,Other Model Type,Sedan,AWD,Black,White,Gas,Automatic,4,,9.78,83253,10.2,5,40888
2018,BMW,Other Model Type,Sedan,AWD,Black,White,Gas,Automatic,4,6,9.48,84000,10.5,6,41995
2018,BMW,X3,SUV,AWD,Black,Black,Premium Unleaded,Automatic,2,4,9.54,55639,10.5,6,42210
2019,BMW,Other Model Type,Sedan,AWD,Other Colour,White,Gas,Automatic,4,,9.8,76124,10.2,5,42888
2019,BMW,Other Model Type,Sedan,AWD,Black,White,Gas,Automatic,4,6,9.8,64822,10.2,5,46995
2018,BMW,X5,SUV,AWD,Brown,White,Gasoline Hybrid,Automatic,4,,9.89,66966,10.1,6,46999
2018,BMW,X5,SUV,AWD,Brown,White,Gas,Automatic,4,,11.56,57461,8.7,6,47995
2019,BMW,Other Model Type,Coupe,AWD,Black,Black,Gas,Automatic,2,6,9.82,28996,10.2,5,47995
2018,BMW,X5,SUV,AWD,Brown,Black,Gas,Automatic,4,6,11.56,44182,8.7,6,49995
2020,BMW,Other Model Type,Sedan,AWD,Brown,White,Gas,Automatic,4,,8.82,70950,11.3,4,51888
2019,BMW,Other Model Type,Sedan,AWD,Other Colour,Black,Gasoline Hybrid,Automatic,,4,8.2,37421,12.2,5,51900
2019,BMW,Other Model Type,SUV,AWD,White,Blue,Gas,Automatic,4,,10.46,69800,9.6,5,52888
2023,BMW,Other Model Type,SUV,AWD,Black,Other Colour,Premium Unleaded,Automatic,4,4,8.43,90,11.9,1,54210
2023,BMW,Other Model Type,SUV,AWD,Other Colour,Other Colour,Premium Unleaded,Automatic,4,4,8.43,90,11.9,1,54210
2019,BMW,Other Model Type,Sedan,AWD,Black,Black,Gas,Automatic,4,,11.46,75572,8.7,5,55888
2023,BMW,Other Model Type,SUV,AWD,Black,Grey,Premium Unleaded,Automatic,4,4,8.43,90,11.9,1,57815
2017,BMW,Other Model Type,Coupe,RWD,Red,White,Gas,Automatic,2,6,11.63,83815,8.6,7,57950
2019,BMW,Other Model Type,Sedan,AWD,Black,Black,Gas,Automatic,4,,11.46,49769,8.7,5,58888
2019,BMW,Other Model Type,Sedan,AWD,Other Colour,Grey,Gas,Automatic,,8,12.1,53123,8.3,5,58923
2023,BMW,X3,SUV,AWD,Red,Black,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,59315
2023,BMW,X3,SUV,AWD,Black,Black,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,59315
2023,BMW,X3,SUV,AWD,Black,White,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,59315
2018,BMW,Other Model Type,Sedan,AWD,Other Colour,Blue,Gas,Automatic,4,8,12.1,49466,8.3,6,59980
2019,BMW,Other Model Type,Sedan,AWD,Other Colour,White,Gas,Automatic,,8,12.1,51953,8.3,5,62000
2023,BMW,Other Model Type,Sedan,AWD,Black,Black,Premium Unleaded,Automatic,,4,9.23,90,10.8,1,62644
2019,BMW,X5,SUV,AWD,Black,Black,Gas,Automatic,4,,10.53,63000,9.5,5,62888
2017,BMW,Other Model Type,Sedan,RWD,Black,White,Gas,Automatic,4,,11.63,75000,8.6,7,62988
2023,BMW,Other Model Type,Coupe,AWD,Red,White,Premium Unleaded,Automatic,,4,8.39,90,11.9,1,63345
2023,BMW,Other Model Type,Coupe,AWD,Black,Grey,Premium Unleaded,Automatic,,4,8.39,90,11.9,1,63740
2018,BMW,Other Model Type,Coupe,RWD,Red,Other Colour,Gas,Automatic,2,6,11.63,62000,8.6,6,63995
2017,BMW,X5,SUV,AWD,Other Colour,Black,Gas,Automatic,4,8,14.58,72982,6.9,7,64000
2023,BMW,X3,SUV,AWD,Black,White,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,64715
2023,BMW,X3,SUV,AWD,Black,Red,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,64965
2016,BMW,X5,SUV,AWD,Black,White,Gas,Automatic,4,8,14.82,45307,6.7,8,64998
2023,BMW,X3,SUV,AWD,Black,Blue,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,65610
2023,BMW,Other Model Type,Sedan,AWD,Black,Grey,Premium Unleaded,Automatic,,4,8.54,90,11.7,1,65795
2023,BMW,Other Model Type,Sedan,AWD,Other Colour,White,Premium Unleaded,Automatic,,4,8.54,90,11.7,1,65895
2023,BMW,Other Model Type,Sedan,AWD,Black,White,Premium Unleaded,Automatic,,4,8.54,90,11.7,1,65895
2023,BMW,X3,SUV,AWD,Black,Red,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,66165
2023,BMW,Other Model Type,Sedan,AWD,Black,White,Premium Unleaded,Automatic,,4,8.54,90,11.7,1,66390
2023,BMW,Other Model Type,Sedan,AWD,Red,Black,Premium Unleaded,Automatic,,4,8.54,90,11.7,1,66790
2017,BMW,Other Model Type,Sedan,RWD,White,Other Colour,Gas,Automatic,4,6,11.63,49100,8.6,7,66888
2023,BMW,X3,SUV,AWD,Black,White,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,67715
2023,BMW,X3,SUV,AWD,Other Colour,White,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,67860
2019,BMW,Other Model Type,Coupe,RWD,Other Colour,Other Colour,Gas,Manual,2,6,11.69,53080,8.6,5,67900
2023,BMW,Other Model Type,Sedan,AWD,Black,Blue,Premium Unleaded,Automatic,,4,8.54,90,11.7,1,68240
2023,BMW,X3,SUV,AWD,Other Colour,Blue,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,68810
2023,BMW,X3,SUV,AWD,Red,Black,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,68810
2023,BMW,X3,SUV,AWD,Black,Black,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,68810
2023,BMW,X3,SUV,AWD,Other Colour,Grey,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,68810
2023,BMW,X3,SUV,AWD,Black,Grey,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,68810
2020,BMW,Other Model Type,Coupe,RWD,Black,White,Gas,Other,2,6,11.69,55782,8.6,4,68885
2023,BMW,X3,SUV,AWD,Black,Blue,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,69160
2023,BMW,X3,SUV,AWD,Black,Blue,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,69165
2023,BMW,X3,SUV,AWD,Red,White,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,69365
2023,BMW,X3,SUV,AWD,Red,Black,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,70260
2023,BMW,X3,SUV,AWD,Black,Blue,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,70365
2023,BMW,X3,SUV,AWD,Red,Blue,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,70815
2023,BMW,Other Model Type,Sedan,AWD,Black,Grey,Gasoline Hybrid,Automatic,4,4,9.16,90,10.9,1,70990
2023,BMW,X3,SUV,AWD,Red,Black,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,72960
2023,BMW,Other Model Type,Coupe,AWD,Red,Grey,Premium Unleaded,Automatic,,6,9.05,90,11.0,1,74390
2018,BMW,Other Model Type,Convertible,RWD,Black,Black,Gas,Automatic,2,6,11.82,59001,8.5,6,75995
2023,BMW,Other Model Type,Sedan,AWD,White,Blue,Premium Unleaded,Automatic,,4,8.93,90,11.2,1,80625
2023,BMW,X3,SUV,AWD,Red,Grey,Gasoline Hybrid,Automatic,4,4,10.14,90,9.9,1,84050
2023,BMW,Other Model Type,Sedan,AWD,Black,Blue,Premium Unleaded,Automatic,,4,8.93,90,11.2,1,86525
2020,BMW,Other Model Type,Sedan,AWD,Other Colour,Black,Gas,Automatic,4,8,12.43,58917,8.0,4,88900
2020,BMW,Other Model Type,SUV,AWD,Brown,White,Gas,Automatic,4,6,10.53,28216,9.5,4,89880
2023,BMW,X5,SUV,AWD,Black,Grey,Gasoline Hybrid,Automatic,4,6,11.48,8009,8.7,1,93520
2020,BMW,Other Model Type,Convertible,AWD,Other Colour,Grey,Gas,Automatic,2,8,12.43,27148,8.0,4,100005
2022,BMW,X5,SUV,AWD,Brown,White,Premium Unleaded,Automatic,2,8,12.69,11999,7.9,2,121617
2019,BMW,Other Model Type,Convertible,AWD,Black,White,Gasoline Hybrid,Automatic,,3,8.66,28226,11.5,5,122888
2023,BMW,Other Model Type,Sedan,AWD,Other Colour,Other Colour,Gas,Automatic,4,8,12.21,900,8.2,1,126999
2023,BMW,X5,SUV,AWD,Black,Blue,Premium Unleaded,Automatic,2,8,12.99,8999,7.7,1,127343
2023,BMW,Other Model Type,SUV,AWD,Other Colour,Black,Premium Unleaded,Automatic,2,8,12.99,90,7.7,1,130751
2023,BMW,Other Model Type,Sedan,AWD,Other Colour,White,Premium Unleaded,Automatic,,8,12.21,90,8.2,1,134075
2023,BMW,X5,SUV,AWD,Brown,Black,Premium Unleaded,Automatic,2,8,15.7,90,6.4,1,170831
2023,BMW,Other Model Type,Sedan,AWD,Brown,Other Colour,Premium Unleaded,Automatic,2,8,13.76,90,7.3,1,192731
2008,BMW,Other Model Type,Sedan,RWD,Black,White,Gas,Automatic,4,6,9.75,169000,10.3,16,6850
2008,BMW,X3,SUV,AWD,Cream,Black,Gas,Automatic,4,6,10.82,175000,9.2,16,7500
2012,BMW,Other Model Type,SUV,AWD,Other Colour,Black,Gas,Automatic,4,4,8.54,152000,11.7,12,10900
2013,BMW,Other Model Type,Sedan,AWD,Tan,Black,Gas,Automatic,4,,7.65,184000,13.1,11,10995
2013,BMW,Other Model Type,Sedan,AWD,Beige,White,Gas,Automatic,,4,7.65,197000,13.1,11,11800
2013,BMW,Other Model Type,Sedan,AWD,Black,Grey,Gas,Automatic,,,7.65,174000,13.1,11,11995
2013,BMW,Other Model Type,Sedan,AWD,Black,White,Gas,Automatic,4,,7.65,208400,13.1,11,11995
2011,BMW,X5,SUV,AWD,Beige,Black,Gas,Automatic,4,,10.98,197600,9.1,13,12995
2013,BMW,Other Model Type,Sedan,AWD,Black,White,Gas,Automatic,4,4,7.65,185000,13.1,11,12995
2013,BMW,Other Model Type,Convertible,RWD,Beige,Other Colour,Gas,Automatic,2,,9.04,178117,11.1,11,13990
2009,BMW,Other Model Type,Convertible,RWD,Grey,Blue,Gas,Automatic,2,6,10.04,179000,10.0,15,13995
2008,BMW,Other Model Type,Convertible,RWD,Red,Black,Gas,Automatic,2,,10.04,172833,10.0,16,14995
2011,BMW,X5,SUV,AWD,Black,White,Diesel,Automatic,4,,9.42,196632,10.6,13,14995
2010,BMW,Other Model Type,Sedan,AWD,Beige,White,Gas,Automatic,4,8,12.97,141000,7.7,14,15900
