Year,Brand,Model,Body Type,Drivetrain,Interior Colour,Exterior Colour,Fuel Type,Transmission Type,Doors,Cylinder Count,Fuel Efficiency (Lt/100kms),Distance (km),Mileage (kms/Lt),Years Used,Price
2009,Subaru,Other Model Type,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,4,6,11.49,161000,8.7,15,10995
2013,Subaru,Other Model Type,Wagon,,Black,Black,Regular Unleaded,Automatic,,,10.18,153000,9.8,11,13495
2019,Subaru,Other Model Type,SUV,AWD,Black,Black,Gas,Other,4,4,8.08,78598,12.4,5,28990
2017,Subaru,Other Model Type,SUV,AWD,Black,Grey,Gas,Other,4,4,8.39,290000,11.9,7,13500
2014,Subaru,Other Model Type,Hatchback,AWD,Other Colour,Other Colour,Gas,Other,4,4,6.6,37000,15.2,10,17995
2015,Subaru,Other Model Type,Coupe,RWD,Black,Blue,Gas,Manual,2,4,9.55,106000,10.5,9,19995
2016,Subaru,Other Model Type,SUV,AWD,Black,White,Gas,Other,4,6,10.47,160800,9.6,8,19999
2016,Subaru,Other Model Type,SUV,AWD,Grey,Grey,Gas,Other,4,4,8.66,136000,11.5,8,20900
2017,Subaru,Other Model Type,Sedan,AWD,Black,Black,Gas,Manual,4,4,10.04,137500,10.0,7,21999
2019,Subaru,Other Model Type,Wagon,AWD,Other Colour,Black,Gas,Automatic,4,4,8.46,127493,11.8,5,22890
2017,Subaru,Other Model Type,SUV,AWD,Black,Black,Gas,Other,4,6,10.52,127729,9.5,7,22950
2019,Subaru,Other Model Type,SUV,,Black,Black,Gas,Other,,,8.46,141000,11.8,5,23900
2021,Subaru,Other Model Type,SUV,AWD,Black,Grey,Gas,Other,4,4,7.99,63418,12.5,3,38390
2017,Subaru,Other Model Type,SUV,AWD,Brown,White,Gas,Other,4,4,9.48,101789,10.5,7,24800
2020,Subaru,Other Model Type,SUV,AWD,Black,Grey,Gas,Other,4,4,8.19,144393,12.2,4,24850
2017,Subaru,Other Model Type,Sedan,AWD,Black,Blue,Gas,Manual,,,10.04,141000,10.0,7,24950
2018,Subaru,Other Model Type,SUV,AWD,Tan,Blue,Gas,Automatic,4,4,8.46,66967,11.8,6,25500
2016,Subaru,Other Model Type,Sedan,AWD,Black,White,Premium Unleaded,Other,4,4,11.15,107005,9.0,8,25888
2017,Subaru,Other Model Type,Sedan,AWD,Black,Grey,Gas,Other,4,4,11.2,84545,8.9,7,25995
2019,Subaru,Other Model Type,SUV,,Black,White,Gas,Other,,4,8.08,91609,12.4,5,26250
2021,Subaru,Other Model Type,Wagon,,Black,White,Gas,Other,,4,7.59,29439,13.2,3,26488
2017,Subaru,Other Model Type,Sedan,AWD,Black,White,Gas,Manual,4,4,10.04,91000,10.0,7,26878
2015,Subaru,Other Model Type,Sedan,AWD,Black,Blue,Gas,Manual,4,4,12.18,102000,8.2,9,26878
2017,Subaru,Other Model Type,Wagon,AWD,Black,Black,Gas,Other,4,6,10.52,75488,9.5,7,27597
2019,Subaru,Other Model Type,Sedan,AWD,Black,Grey,Gas,Manual,,,10.04,144000,10.0,5,27950
2018,Subaru,Other Model Type,Coupe,RWD,Black,Blue,Gas,Manual,2,4,9.8,61000,10.2,6,28895
2020,Subaru,Other Model Type,Sedan,AWD,Black,Grey,Premium Unleaded,Other,4,4,11.46,148000,8.7,4,29888
2020,Subaru,Other Model Type,Coupe,RWD,Black,Grey,Gas,Manual,2,4,9.85,23419,10.2,4,29900
2020,Subaru,Other Model Type,SUV,,Black,Blue,Gas,Other,,4,7.83,21473,12.8,4,30492
2018,Subaru,Other Model Type,SUV,AWD,Black,Black,Gas,Other,5,4,9.48,55986,10.5,6,30495
2020,Subaru,Other Model Type,SUV,AWD,Black,White,Gas,Other,5,4,7.83,48417,12.8,4,30995
2021,Subaru,Other Model Type,SUV,AWD,Black,White,Gas,Other,5,4,7.83,28165,12.8,3,31491
2020,Subaru,Other Model Type,SUV,AWD,Brown,White,Gas,Other,4,4,8.19,82500,12.2,4,31998
2021,Subaru,Other Model Type,SUV,AWD,Black,Other Colour,Gas,Other,,4,7.99,33134,12.5,3,33671
2020,Subaru,Other Model Type,SUV,AWD,Black,White,Gas,Other,,4,8.19,64119,12.2,4,34235
2022,Subaru,Other Model Type,Sedan,AWD,Black,Black,Gas,Automatic,4,,7.86,11900,12.7,2,34990
2015,Subaru,Other Model Type,Sedan,AWD,Black,White,Gas,Other,4,4,11.05,34151,9.0,9,26950
2020,Subaru,Other Model Type,Coupe,RWD,Other Colour,Other Colour,Gas,Manual,2,4,10.05,14000,10.0,4,34995
2019,Subaru,Other Model Type,SUV,AWD,Brown,Red,Gas,Other,4,4,10.43,96603,9.6,5,35990
2020,Subaru,Other Model Type,SUV,AWD,Other Colour,Other Colour,Gas,Other,4,4,10.43,64000,9.6,4,36995
2022,Subaru,Other Model Type,SUV,AWD,Black,Other Colour,Gas,Other,4,4,8.14,15988,12.3,2,37840
2020,Subaru,Other Model Type,SUV,AWD,Black,Grey,Gas,Other,5,4,9.11,41065,11.0,4,37899
2020,Subaru,Other Model Type,Sedan,AWD,Black,White,Gas,Manual,,,10.04,31598,10.0,4,38590
2020,Subaru,Other Model Type,SUV,AWD,Black,Grey,Gas,Other,4,4,8.14,51617,12.3,4,39500
2021,Subaru,Other Model Type,SUV,AWD,Grey,Grey,Gas,Other,4,,10.43,38389,9.6,3,39987
2022,Subaru,Other Model Type,Coupe,RWD,Other Colour,Red,Gas,Manual,2,4,10.56,9075,9.5,2,39990
2019,Subaru,Other Model Type,Wagon,AWD,Black,Black,Gas,Other,2,4,8.46,77532,11.8,5,30000
2020,Subaru,Other Model Type,SUV,AWD,Other Colour,White,Gas,Other,5,4,8.14,37752,12.3,4,40588
2020,Subaru,Other Model Type,Sedan,AWD,Black,Grey,Gas,Manual,4,4,12.73,39900,7.9,4,44878
2021,Subaru,Other Model Type,Sedan,AWD,Black,Black,Gas,Manual,,,12.78,14189,7.8,3,49790
2010,Subaru,Other Model Type,SUV,AWD,Black,Blue,Gas,Manual,4,,9.21,237400,10.9,14,4995
2013,Subaru,Other Model Type,Hatchback,AWD,White,Black,Gas,Manual,4,4,7.22,170000,13.9,11,8999
2015,Subaru,Other Model Type,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,,4,9.39,194000,10.6,9,13995
2014,Subaru,Other Model Type,SUV,AWD,Black,Black,Gas,Other,4,4,8.14,157693,12.3,10,16980
2015,Subaru,Other Model Type,Sedan,AWD,Black,Blue,Gas,Manual,,,9.94,168000,10.1,9,17950
2016,Subaru,Other Model Type,Wagon,AWD,Black,Black,Gas,Automatic,4,4,7.56,92056,13.2,8,17995
2015,Subaru,Other Model Type,SUV,AWD,Black,Blue,Gas,Automatic,4,,8.31,130000,12.0,9,17999
2016,Subaru,Other Model Type,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,,,8.66,114000,11.5,8,18999
2015,Subaru,Other Model Type,Sedan,AWD,Other Colour,Other Colour,Gas,Manual,4,,9.84,130000,10.2,9,21999
2018,Subaru,Other Model Type,Wagon,AWD,Black,White,Gas,Other,2,4,7.5,67920,13.3,6,23500
2019,Subaru,Other Model Type,Compact,AWD,Other Colour,Other Colour,Gas,Other,,4,7.45,82755,13.4,5,23888
2019,Subaru,Other Model Type,SUV,,Black,White,Gas,Automatic,,,8.46,135000,11.8,5,24950
2018,Subaru,Other Model Type,Wagon,,Black,Grey,Gas,Other,,4,7.55,64763,13.2,6,25488
2018,Subaru,Other Model Type,SUV,AWD,Black,Grey,Gas,Other,4,4,8.39,116667,11.9,6,25999
2018,Subaru,Other Model Type,Wagon,AWD,Black,White,Gas,Other,4,4,7.55,56700,13.2,6,26999
2019,Subaru,Other Model Type,SUV,AWD,Grey,Black,Gas,Automatic,5,,8.08,69641,12.4,5,27990
2019,Subaru,Other Model Type,Compact,AWD,Black,White,Gas,Other,4,4,7.45,28519,13.4,5,27998
2019,Subaru,Other Model Type,SUV,AWD,Black,Grey,Gas,Other,4,4,8.19,62300,12.2,5,28880
2019,Subaru,Other Model Type,SUV,AWD,Other Colour,Grey,Gas,Other,2,4,8.19,74749,12.2,5,28988
2020,Subaru,Other Model Type,Coupe,RWD,Black,Blue,Gas,Manual,2,4,9.85,33200,10.2,4,29480
2019,Subaru,Other Model Type,SUV,AWD,Other Colour,Black,Gas,Other,2,4,8.19,72575,12.2,5,30500
2019,Subaru,Other Model Type,SUV,AWD,Charcoal,Other Colour,Gas,Automatic,4,4,10.43,76200,9.6,5,30990
2020,Subaru,Other Model Type,SUV,AWD,Black,White,Gas,Automatic,4,,8.19,69000,12.2,4,32690
2020,Subaru,Other Model Type,SUV,AWD,Black,White,Gas,Other,5,4,10.43,50948,9.6,4,32799
2017,Subaru,Other Model Type,Sedan,AWD,Black,White,Gas,Manual,4,4,12.18,88000,8.2,7,32888
2017,Subaru,Other Model Type,Sedan,AWD,Black,Black,Gas,Manual,4,,12.18,113486,8.2,7,32999
2020,Subaru,Other Model Type,SUV,AWD,Other Colour,Other Colour,Gas,Other,4,4,7.83,43808,12.8,4,33988
2020,Subaru,Other Model Type,SUV,AWD,Black,Black,Gas,Other,,4,9.11,62153,11.0,4,34588
2019,Subaru,Other Model Type,Sedan,AWD,Black,Black,Gas,Manual,4,4,10.04,23475,10.0,5,38480
2020,Subaru,Other Model Type,Sedan,AWD,Black,Blue,Gas,Manual,4,4,12.73,39786,7.9,4,45995
2019,Subaru,Other Model Type,Sedan,AWD,White,Black,Gas,Manual,4,4,12.68,39638,7.9,5,48480
2011,Subaru,Other Model Type,Hatchback,AWD,Grey,White,Gas,Automatic,4,4,9.1,140000,11.0,13,8999
2013,Subaru,Other Model Type,Sedan,AWD,Black,White,Gas,Automatic,4,,6.6,158748,15.2,11,9990
2010,Subaru,Other Model Type,SUV,AWD,Black,White,Gas,Automatic,4,4,9.19,153126,10.9,14,12995
2011,Subaru,Other Model Type,Sedan,AWD,Black,Blue,Gas,Manual,4,,9.71,143994,10.3,13,14995
2014,Subaru,Other Model Type,SUV,AWD,Black,Grey,Gas,Automatic,4,6,7.66,175852,13.1,10,15500
2014,Subaru,Other Model Type,SUV,AWD,Tan,Blue,Gas,Automatic,4,4,7.36,164207,13.6,10,15990
2018,Subaru,Other Model Type,Sedan,AWD,Black,Grey,Gas,Other,4,4,7.45,153838,13.4,6,17995
2014,Subaru,Other Model Type,SUV,AWD,Black,White,Gas,Other,4,4,8.14,143000,12.3,10,18850
2016,Subaru,Other Model Type,Sedan,AWD,Black,Blue,Gas,Manual,4,,10.0,120000,10.0,8,21495
2016,Subaru,Other Model Type,SUV,AWD,Black,White,Gas,Automatic,4,4,8.15,81000,12.3,8,23990
2018,Subaru,Other Model Type,SUV,AWD,Black,White,Gas,Manual,4,,9.73,97276,10.3,6,24498
2016,Subaru,Other Model Type,Sedan,AWD,Black,White,Gas,Manual,4,4,10.0,123000,10.0,8,24900
2015,Subaru,Other Model Type,SUV,AWD,Black,White,Gas,Other,4,4,9.44,102000,10.6,9,24995
2018,Subaru,Other Model Type,SUV,AWD,Black,Black,Gas,Other,4,4,8.08,50908,12.4,6,29888
2019,Subaru,Other Model Type,SUV,AWD,Black,Grey,Gas,Other,4,,8.08,52552,12.4,5,29999
2019,Subaru,Other Model Type,SUV,AWD,Black,Black,Gas,Other,5,4,8.19,39918,12.2,5,31188
2019,Subaru,Other Model Type,SUV,AWD,Black,Black,Gas,Other,4,4,8.46,46542,11.8,5,31422
2018,Subaru,Other Model Type,Sedan,AWD,Black,Black,Gas,Other,4,4,11.25,56041,8.9,6,38480
2006,Subaru,Other Model Type,Wagon,AWD,Black,Grey,Gas,Automatic,4,4,9.23,296000,10.8,18,2000
2010,Subaru,Other Model Type,Wagon,,Black,Grey,Gas,Manual,,4,9.86,226000,10.1,14,8800
2013,Subaru,Other Model Type,Wagon,AWD,Black,Black,Gas,Other,4,4,6.6,219800,15.2,11,8995
2005,Subaru,Other Model Type,Wagon,AWD,Black,Black,Gas,Manual,4,,11.14,186496,9.0,19,9500
2011,Subaru,Other Model Type,Wagon,,Black,Red,Gas,Automatic,,4,9.1,167000,11.0,13,9800
2014,Subaru,Other Model Type,Wagon,AWD,Black,Blue,Gas,Other,4,4,8.9,208000,11.2,10,10900
2012,Subaru,Other Model Type,SUV,AWD,Grey,Other Colour,Gas,Automatic,4,6,11.44,159880,8.7,12,11995
2007,Subaru,Other Model Type,Sedan,AWD,Grey,Grey,Gas,Manual,4,4,10.46,189300,9.6,17,13200
2012,Subaru,Other Model Type,SUV,AWD,Black,Black,Gas,Automatic,4,,8.82,149517,11.3,12,13990
2014,Subaru,Other Model Type,SUV,AWD,Black,Grey,Gas,Automatic,4,4,8.14,206990,12.3,10,13995
2013,Subaru,Other Model Type,Wagon,AWD,Black,Black,Gas,Automatic,4,6,10.18,199837,9.8,11,14999
2014,Subaru,Other Model Type,SUV,AWD,Black,White,Gas,Other,,,7.36,145000,13.6,10,15900
2014,Subaru,Other Model Type,Wagon,AWD,Black,Grey,Gas,Other,4,4,8.9,171377,11.2,10,16995
2015,Subaru,Other Model Type,Hatchback,AWD,Black,White,Gas,Manual,4,4,8.38,134000,11.9,9,17900
2016,Subaru,Other Model Type,Sedan,AWD,Other Colour,Other Colour,Gas,Manual,4,,12.18,156457,8.2,8,26500
2011,Subaru,Other Model Type,Hatchback,AWD,Black,White,Gas,Manual,4,4,10.78,204000,9.3,13,19999
2015,Subaru,Other Model Type,SUV,AWD,Black,Grey,Gas,Automatic,4,4,8.15,47656,12.3,9,24990
2016,Subaru,Other Model Type,Sedan,AWD,Black,Black,Gas,Manual,4,4,10.0,128000,10.0,8,24999
2004,Subaru,Other Model Type,Sedan,AWD,Black,Blue,Gas,Manual,4,4,11.62,157212,8.6,20,28500
2019,Subaru,Other Model Type,SUV,,Black,Black,Gas,Other,,4,8.08,35034,12.4,5,28705
2019,Subaru,Other Model Type,SUV,,Black,Grey,Gas,Other,,4,8.08,39965,12.4,5,30488
2019,Subaru,Other Model Type,Sedan,AWD,Black,Blue,Gas,Manual,4,4,10.07,47000,9.9,5,32878
2019,Subaru,Other Model Type,Sedan,AWD,Black,Black,Gas,Manual,4,4,10.04,45379,10.0,5,39880
2022,Subaru,Other Model Type,Sedan,AWD,Black,Blue,Gas,Manual,4,,10.82,99,9.2,2,41402
2012,Subaru,Other Model Type,Hatchback,AWD,Black,Grey,Gas,Automatic,4,4,6.6,299722,15.2,12,3995
2020,Subaru,Other Model Type,SUV,AWD,Black,Other Colour,Gas,Automatic,4,,8.19,87740,12.2,4,30950
2011,Subaru,Other Model Type,SUV,AWD,Black,White,Gas,Automatic,5,4,8.82,239701,11.3,13,5500
2009,Subaru,Other Model Type,Wagon,,Black,Black,Gas,Automatic,,4,9.14,219000,10.9,15,5995
2011,Subaru,Other Model Type,Sedan,AWD,Beige,Other Colour,Gas,Automatic,4,4,7.88,179681,12.7,13,9950
2009,Subaru,Other Model Type,SUV,AWD,Grey,Other Colour,Gas,Automatic,4,,10.54,165322,9.5,15,9995
2010,Subaru,Other Model Type,SUV,AWD,Black,Black,Gas,Automatic,4,,9.53,178306,10.5,14,9999
2012,Subaru,Other Model Type,SUV,AWD,Black,Grey,Gas,Automatic,4,,8.33,177682,12.0,12,9999
2010,Subaru,Other Model Type,Hatchback,AWD,Black,White,Gas,Automatic,4,4,9.19,167201,10.9,14,10500
2011,Subaru,Other Model Type,SUV,AWD,Black,Black,Gas,Automatic,4,,10.24,192347,9.8,13,10995
2010,Subaru,Other Model Type,Wagon,AWD,Beige,White,Gas,Other,4,4,9.53,160255,10.5,14,11499
2010,Subaru,Other Model Type,SUV,AWD,Black,Grey,Gas,Automatic,4,4,9.19,162030,10.9,14,11995
2012,Subaru,Other Model Type,Wagon,AWD,Black,Black,Gas,Automatic,4,,8.33,163235,12.0,12,13990
2011,Subaru,Other Model Type,Wagon,AWD,Black,Grey,Gas,Automatic,4,,9.53,135283,10.5,13,13990
2015,Subaru,Other Model Type,Hatchback,AWD,Black,White,Gas,Other,4,4,7.56,99000,13.2,9,13999
2020,Subaru,Other Model Type,SUV,AWD,Black,White,Gas,Other,4,4,8.19,35107,12.2,4,31590
2013,Subaru,Other Model Type,Hatchback,AWD,Black,Grey,Gas,Manual,4,4,10.89,170000,9.2,11,21900
2020,Subaru,Other Model Type,SUV,,Grey,Black,Regular Unleaded,Other,,,9.11,47930,11.0,4,37998
2020,Subaru,Other Model Type,SUV,AWD,Other Colour,Blue,Gas,Other,,4,10.43,56921,9.6,4,42988
2018,Dodge,Grand,Minivan,FWD,Black,Blue,Flexible,Automatic,4,6,11.77,128999,8.5,6,19900
2017,Dodge,Other Model Type,SUV,FWD,Black,White,Gas,Automatic,4,,11.12,94189,9.0,7,16998
2022,Dodge,Other Model Type,SUV,4WD,Black,Black,Regular Unleaded,Automatic,,,14.09,126,7.1,2,58988
2020,Dodge,Other Model Type,Coupe,RWD,Black,Red,Gas,Automatic,2,,10.33,34164,9.7,4,41999
2014,Dodge,Grand,Minivan,FWD,Black,Red,Gas,Automatic,4,6,10.27,139158,9.7,10,14990
2021,Dodge,Other Model Type,Coupe,RWD,Brown,White,Gas,Automatic,2,8,14.5,84,6.9,3,104995
2012,Dodge,Other Model Type,SUV,FWD,Grey,White,Gas,Automatic,,,9.32,146019,10.7,12,6999
2006,Dodge,Other Model Type,Truck,4x4,Grey,Grey,Flexible,Automatic,4,8,14.22,163998,7.0,18,8999
2015,Dodge,Other Model Type,SUV,FWD,Black,Black,Gas,Automatic,4,,11.08,169000,9.0,9,9990
2015,Dodge,Other Model Type,SUV,AWD,Black,Other Colour,Gas,Automatic,4,,12.43,165000,8.0,9,13990
2021,Dodge,Other Model Type,SUV,AWD,Black,Other Colour,Gas,Automatic,2,8,14.09,36080,7.1,3,52999
2015,Dodge,Grand,Minivan,,Black,Other Colour,Flexible,Automatic,,,11.77,102303,8.5,9,15995
2016,Dodge,Grand,Minivan,FWD,Other Colour,Other Colour,Flexible,Automatic,4,6,11.77,152292,8.5,8,16490
2016,Dodge,Grand,Minivan,FWD,Black,Black,Other,Automatic,5,,11.77,152866,8.5,8,17888
2017,Dodge,Grand,Other Body Type,FWD,Black,White,Gas,Automatic,4,,11.77,114627,8.5,7,18888
2017,Dodge,Grand,Minivan,FWD,Black,Other Colour,Flexible,Automatic,4,6,11.77,95390,8.5,7,20995
2016,Dodge,Other Model Type,Coupe,RWD,Black,Blue,Regular Unleaded,Automatic,2,,10.33,148828,9.7,8,20998
2019,Dodge,Other Model Type,Coupe,RWD,Brown,Other Colour,Gas,Automatic,,,14.5,25522,6.9,5,109998
2018,Dodge,Other Model Type,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,4,6,12.48,117610,8.0,6,22888
2019,Dodge,Grand,Minivan,FWD,Other Colour,Other Colour,Gas,Automatic,,,11.77,88242,8.5,5,23495
2018,Dodge,Other Model Type,Sedan,RWD,Black,Black,Regular Unleaded,Automatic,,6,10.33,148150,9.7,6,24900
2020,Dodge,Grand,Minivan,,Black,Black,Gas,Automatic,,,11.77,121770,8.5,4,26999
2019,Dodge,Other Model Type,Sedan,RWD,Black,Black,Gas,Automatic,4,,10.33,118300,9.7,5,28888
2019,Dodge,Grand,Minivan,FWD,Other Colour,Other Colour,Gas,Automatic,2,6,11.77,61818,8.5,5,29590
2017,Dodge,Other Model Type,Coupe,AWD,Black,Other Colour,Gas,Automatic,2,,10.96,148300,9.1,7,30388
2020,Dodge,Grand,Minivan,FWD,Black,White,Gas,Automatic,4,,11.77,79361,8.5,4,30950
2019,Dodge,Grand,Minivan,FWD,Black,Other Colour,Other,Automatic,4,,11.77,101330,8.5,5,26985
2020,Dodge,Grand,Minivan,FWD,Black,Other Colour,Gas,Automatic,4,,11.77,79954,8.5,4,30994
2020,Dodge,Grand,Minivan,FWD,Black,Black,Gas,Automatic,,6,11.77,18500,8.5,4,32995
2019,Dodge,Other Model Type,Coupe,AWD,Black,Grey,Gas,Automatic,,,10.96,103587,9.1,5,33999
2018,Dodge,Other Model Type,Coupe,AWD,Black,Other Colour,Gas,Automatic,2,6,10.96,98122,9.1,6,36088
2020,Dodge,Other Model Type,SUV,AWD,Black,White,Gas,Automatic,4,6,11.3,88123,8.8,4,37395
2019,Dodge,Other Model Type,SUV,AWD,Black,Other Colour,Gas,Automatic,4,,11.3,75581,8.8,5,38965
2020,Dodge,Other Model Type,SUV,4WD,Black,Grey,Gas,Automatic,4,6,11.3,91855,8.8,4,38985
2019,Dodge,Other Model Type,SUV,4WD,Black,Black,Gas,Automatic,,8,14.09,104581,7.1,5,39999
2021,Dodge,Other Model Type,SUV,AWD,Black,White,Gas,Automatic,4,,11.3,89540,8.8,3,40994
2017,Dodge,Grand,Minivan,FWD,Black,Other Colour,Flexible,Automatic,4,6,11.77,165782,8.5,7,18999
2021,Dodge,Other Model Type,SUV,AWD,Other Colour,Black,Gas,Automatic,,,11.3,81495,8.8,3,40995
2020,Dodge,Other Model Type,SUV,4WD,Black,Red,Gas,Automatic,,,11.3,42719,8.8,4,42999
2017,Dodge,Other Model Type,Coupe,RWD,Black,Other Colour,Gas,Automatic,2,8,12.32,40119,8.1,7,44800
2021,Dodge,Other Model Type,Coupe,AWD,Black,Grey,Gas,Automatic,,,10.96,5428,9.1,3,44999
2018,Dodge,Other Model Type,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,4,8,14.09,57322,7.1,6,47240
2022,Dodge,Other Model Type,Sedan,AWD,Black,Other Colour,Regular Unleaded,Automatic,,,10.96,14457,9.1,2,49995
2021,Dodge,Other Model Type,SUV,AWD,Red,Other Colour,Gas,Automatic,4,,11.3,14074,8.8,3,53998
2022,Dodge,Other Model Type,SUV,4WD,Black,Black,Regular Unleaded,Automatic,,,11.3,4500,8.8,2,54699
2022,Dodge,Other Model Type,SUV,4WD,Other Colour,Grey,Regular Unleaded,Automatic,,,14.09,1780,7.1,2,59999
2022,Dodge,Other Model Type,SUV,AWD,Black,Black,Gas,Automatic,,8,15.56,4690,6.4,2,82999
2022,Dodge,Other Model Type,SUV,4WD,Black,Black,Regular Unleaded,Automatic,,,14.09,7001,7.1,2,61995
2019,Dodge,Other Model Type,Coupe,,Black,Blue,Gas,Manual,,,13.87,15383,7.2,5,68888
2022,Dodge,Other Model Type,Coupe,RWD,Black,Red,Gas,Automatic,2,8,14.79,774,6.8,2,104395
2019,Dodge,Other Model Type,Coupe,RWD,Black,White,Gas,Automatic,2,8,14.5,10723,6.9,5,114800
2019,Dodge,Other Model Type,Coupe,RWD,Black,Black,Gas,Automatic,2,8,14.5,9291,6.9,5,115800
2019,Dodge,Other Model Type,Coupe,RWD,Black,Other Colour,Gas,Automatic,2,8,14.5,7500,6.9,5,115800
2021,Dodge,Other Model Type,Coupe,RWD,Black,Blue,Gas,Automatic,2,8,15.32,1513,6.5,3,129800
2009,Dodge,Other Model Type,SUV,FWD,Black,Black,Gas,Automatic,,,11.3,149838,8.8,15,5888
2010,Dodge,Other Model Type,SUV,AWD,Grey,Red,Gas,Automatic,4,6,11.39,199721,8.8,14,6500
2018,Dodge,Other Model Type,Sedan,AWD,Other Colour,Red,Gas,Automatic,,,10.96,59213,9.1,6,56699
2013,Dodge,Other Model Type,Sedan,FWD,Grey,Other Colour,Gas,Manual,4,,6.48,161000,15.4,11,6990
2014,Dodge,Other Model Type,SUV,FWD,Black,White,Gas,Automatic,4,,9.62,175000,10.4,10,7990
2015,Dodge,Other Model Type,SUV,FWD,Charcoal,White,Gas,Automatic,4,4,11.08,140438,9.0,9,12488
2016,Dodge,Grand,Minivan,FWD,Grey,White,Flexible,Automatic,,6,11.77,108075,8.5,8,15880
2016,Dodge,Other Model Type,SUV,FWD,Black,Red,Flexible,Automatic,2,,11.56,117574,8.7,8,16499
2017,Dodge,Grand,Other Body Type,FWD,Black,Black,Gas,Automatic,4,,11.77,140639,8.5,7,17888
2018,Dodge,Grand,Minivan,FWD,Black,Black,Other,Automatic,4,,11.77,125321,8.5,6,17900
2015,Dodge,Grand,Minivan,FWD,Black,Other Colour,Flexible,Automatic,4,6,11.77,113000,8.5,9,15495
2017,Dodge,Other Model Type,SUV,FWD,Black,Other Colour,Gas,Automatic,4,4,11.12,95089,9.0,7,18990
2018,Dodge,Grand,Minivan,FWD,Black,White,Gas,Automatic,4,,11.77,144600,8.5,6,21985
2017,Dodge,Other Model Type,SUV,FWD,Black,Grey,Flexible,Automatic,4,6,12.09,102000,8.3,7,21990
2016,Dodge,Grand,Minivan,FWD,Black,White,Flexible,Automatic,4,6,11.77,88858,8.5,8,22888
2018,Dodge,Other Model Type,Coupe,RWD,Black,Black,Gas,Automatic,,6,10.33,148150,9.7,6,24900
2019,Dodge,Grand,Minivan,FWD,Grey,Red,Flexible,Automatic,4,6,11.77,115000,8.5,5,26590
2019,Dodge,Grand,Minivan,FWD,Other Colour,Other Colour,Gas,Automatic,4,,11.77,42470,8.5,5,26790
2018,Dodge,Grand,Minivan,FWD,Black,Other Colour,Flexible,Automatic,4,6,11.77,56669,8.5,6,26995
2020,Dodge,Grand,Minivan,FWD,Black,Red,Gas,Automatic,4,,11.77,94342,8.5,4,30950
2019,Dodge,Grand,Minivan,FWD,Other Colour,Black,Gas,Automatic,4,,11.77,60002,8.5,5,27990
2020,Dodge,Grand,Minivan,FWD,Other Colour,Red,Regular Unleaded,Automatic,,,11.77,79102,8.5,4,29500
2016,Dodge,Other Model Type,SUV,AWD,Other Colour,Black,Gas,Automatic,4,8,14.0,95085,7.1,8,30501
2021,Dodge,Other Model Type,Sedan,RWD,Other Colour,Black,Gas,Automatic,,,10.33,75067,9.7,3,38990
2021,Dodge,Other Model Type,Coupe,AWD,Brown,Other Colour,Gas,Automatic,2,,10.96,19000,9.1,3,46690
2022,Dodge,Other Model Type,Sedan,AWD,Black,Black,Regular Unleaded,Automatic,,,10.96,14,9.1,2,51988
2023,Dodge,Other Model Type,Coupe,AWD,Black,White,Regular Unleaded,Automatic,,,10.96,12,9.1,1,53333
2021,Dodge,Other Model Type,Sedan,RWD,Other Colour,Other Colour,Gas,Automatic,,8,12.32,1782,8.1,3,55988
2023,Dodge,Other Model Type,Coupe,AWD,Black,Other Colour,Regular Unleaded,Automatic,,,10.96,12,9.1,1,53756
2022,Dodge,Other Model Type,Sedan,AWD,Black,Other Colour,Regular Unleaded,Automatic,,,10.96,10,9.1,2,54990
2023,Dodge,Other Model Type,Sedan,AWD,Black,White,Regular Unleaded,Automatic,,,10.96,12,9.1,1,56447
2023,Dodge,Other Model Type,Sedan,AWD,Black,Other Colour,Regular Unleaded,Automatic,,,10.96,12,9.1,1,56856
2022,Dodge,Other Model Type,Sedan,RWD,Black,White,Regular Unleaded,Automatic,,8,12.32,1024,8.1,2,53385
2023,Dodge,Other Model Type,Sedan,AWD,Black,Black,Regular Unleaded,Automatic,,,10.96,10,9.1,1,57234
2023,Dodge,Other Model Type,Sedan,AWD,Black,White,Regular Unleaded,Automatic,,,10.96,10,9.1,1,57234
2023,Dodge,Other Model Type,Sedan,AWD,Black,Black,Regular Unleaded,Automatic,,,10.96,13,9.1,1,57234
2023,Dodge,Other Model Type,Sedan,AWD,Black,Black,Regular Unleaded,Automatic,,,10.96,12,9.1,1,57234
2018,Dodge,Other Model Type,SUV,AWD,Black,Black,Gas,Automatic,4,,11.3,79530,8.8,6,39885
2023,Dodge,Other Model Type,Sedan,RWD,Black,White,Regular Unleaded,Automatic,,,12.32,12,8.1,1,57335
2023,Dodge,Other Model Type,Sedan,AWD,Black,Black,Regular Unleaded,Automatic,,,10.96,12,9.1,1,57505
2023,Dodge,Other Model Type,Sedan,AWD,Black,Other Colour,Regular Unleaded,Automatic,,,10.96,12,9.1,1,57643
2021,Dodge,Other Model Type,SUV,AWD,Black,Grey,Gas,Automatic,4,8,14.09,72824,7.1,3,49980
