Brand,Model,Body Type,Drivetrain,Interior Colour,Exterior Colour,Fuel Type,Transmission Type,Doors,Cylinder Count,Distance (km),Mileage (kms/Lt),Years Used,Price
0.0,10.0,8.0,3.0,7.0,0.0,8.0,0.0,2.0,4.0,79374.0,9.7,4.0,41500.0
0.0,10.0,8.0,3.0,5.0,3.0,8.0,0.0,2.0,4.0,43950.0,10.1,5.0,41883.0
0.0,10.0,8.0,3.0,7.0,3.0,8.0,0.0,2.0,6.0,95764.0,9.1,4.0,42337.0
0.0,10.0,8.0,3.0,1.0,3.0,8.0,0.0,2.0,4.0,29552.0,10.1,4.0,42800.0
0.0,10.0,8.0,3.0,7.0,0.0,2.0,0.0,4.0,6.0,54789.0,9.2,5.0,42898.0
0.0,10.0,8.0,3.0,1.0,0.0,2.0,0.0,3.0,6.0,49100.0,9.3,5.0,43688.0
0.0,10.0,8.0,3.0,1.0,3.0,2.0,0.0,3.0,6.0,32000.0,9.2,4.0,45900.0
0.0,10.0,8.0,3.0,1.0,5.0,2.0,0.0,4.0,5.0,65000.0,9.2,4.0,46900.0
0.0,10.0,7.0,3.0,0.0,5.0,8.0,0.0,2.0,4.0,7259.0,10.2,3.0,47555.0
0.0,10.0,8.0,3.0,1.0,0.0,2.0,0.0,4.0,4.0,37033.0,9.7,3.0,47892.0
0.0,10.0,7.0,3.0,1.0,5.0,8.0,0.0,2.0,4.0,15100.0,10.1,2.0,49980.0
0.0,10.0,8.0,3.0,1.0,5.0,8.0,0.0,2.0,6.0,17582.0,9.0,2.0,62800.0
0.0,10.0,8.0,3.0,1.0,0.0,2.0,0.0,4.0,4.0,259061.0,8.6,13.0,9995.0
0.0,10.0,8.0,3.0,6.0,3.0,2.0,0.0,4.0,6.0,168000.0,8.6,13.0,11200.0
0.0,10.0,8.0,3.0,6.0,2.0,2.0,0.0,4.0,6.0,218600.0,8.6,11.0,13495.0
0.0,10.0,8.0,3.0,1.0,2.0,2.0,0.0,4.0,6.0,230659.0,8.6,11.0,13995.0
0.0,10.0,7.0,4.0,0.0,5.0,2.0,0.0,4.0,5.0,167760.0,11.4,10.0,14900.0
0.0,10.0,8.0,3.0,1.0,5.0,2.0,0.0,4.0,5.0,191687.0,8.6,11.0,14999.0
0.0,10.0,8.0,3.0,1.0,0.0,2.0,0.0,4.0,6.0,154800.0,8.6,13.0,15495.0
0.0,10.0,8.0,3.0,6.0,3.0,2.0,0.0,4.0,6.0,146000.0,12.2,11.0,15950.0
0.0,10.0,8.0,3.0,1.0,5.0,2.0,0.0,4.0,6.0,192000.0,9.3,9.0,15988.0
0.0,10.0,8.0,3.0,1.0,0.0,8.0,0.0,4.0,6.0,175860.0,8.6,12.0,15990.0
0.0,10.0,8.0,3.0,0.0,5.0,2.0,0.0,4.0,4.0,151000.0,8.6,11.0,16995.0
0.0,10.0,8.0,3.0,1.0,5.0,2.0,0.0,5.0,6.0,226214.0,9.0,8.0,17999.0
0.0,10.0,7.0,4.0,1.0,5.0,2.0,0.0,4.0,4.0,105840.0,11.4,10.0,18888.0
