Brand,Model,Body Type,Drivetrain,Interior Colour,Exterior Colour,Fuel Type,Transmission Type,Doors,Cylinder Count,Distance (km),Mileage (kms/Lt),Years Used,Price
1.0,10.0,8.0,3.0,2.0,0.0,2.0,0.0,4.0,6.0,135000.0,9.0,5.0,41950.0
1.0,11.0,8.0,3.0,6.0,5.0,2.0,0.0,4.0,6.0,54219.0,8.7,6.0,41988.0
1.0,10.0,8.0,3.0,6.0,0.0,2.0,0.0,2.0,4.0,70952.0,9.1,6.0,41995.0
1.0,11.0,8.0,3.0,5.0,0.0,7.0,0.0,4.0,5.0,44149.0,10.8,3.0,42401.0
1.0,10.0,8.0,3.0,1.0,1.0,2.0,0.0,2.0,4.0,46926.0,9.8,3.0,42495.0
1.0,10.0,8.0,3.0,1.0,3.0,2.0,0.0,2.0,4.0,74225.0,9.4,4.0,42495.0
1.0,10.0,7.0,3.0,7.0,0.0,2.0,0.0,4.0,4.0,48806.0,10.5,5.0,42499.0
1.0,10.0,8.0,3.0,6.0,3.0,2.0,0.0,4.0,4.0,59398.0,9.4,4.0,39888.0
1.0,10.0,7.0,3.0,7.0,0.0,2.0,0.0,4.0,4.0,68725.0,10.1,6.0,42500.0
1.0,11.0,8.0,3.0,1.0,3.0,2.0,0.0,2.0,4.0,37027.0,10.4,5.0,42995.0
1.0,10.0,8.0,3.0,1.0,0.0,2.0,0.0,4.0,4.0,94594.0,9.1,5.0,43800.0
1.0,10.0,8.0,3.0,1.0,0.0,2.0,0.0,4.0,6.0,69500.0,9.0,5.0,43880.0
1.0,11.0,8.0,3.0,7.0,0.0,2.0,0.0,4.0,6.0,72000.0,8.7,6.0,43880.0
1.0,10.0,8.0,3.0,5.0,5.0,2.0,0.0,4.0,4.0,21358.0,9.4,4.0,43990.0
1.0,11.0,8.0,3.0,6.0,0.0,2.0,0.0,2.0,6.0,42439.0,8.7,6.0,43990.0
1.0,11.0,8.0,3.0,1.0,0.0,2.0,0.0,2.0,4.0,67995.0,10.4,4.0,43995.0
1.0,10.0,2.0,3.0,1.0,0.0,2.0,0.0,4.0,6.0,72387.0,10.1,6.0,43999.0
1.0,10.0,7.0,3.0,6.0,5.0,2.0,0.0,3.0,5.0,18080.0,11.4,4.0,44600.0
1.0,10.0,7.0,3.0,1.0,5.0,2.0,0.0,4.0,5.0,79314.0,10.0,6.0,44888.0
1.0,10.0,1.0,3.0,5.0,5.0,2.0,0.0,2.0,4.0,41404.0,11.6,6.0,44898.0
1.0,10.0,8.0,3.0,1.0,5.0,2.0,0.0,4.0,5.0,43765.0,9.0,6.0,44900.0
1.0,11.0,8.0,3.0,1.0,0.0,2.0,0.0,4.0,4.0,38279.0,10.4,4.0,44901.0
1.0,11.0,8.0,3.0,7.0,0.0,2.0,0.0,4.0,6.0,82000.0,8.7,5.0,44950.0
1.0,11.0,8.0,3.0,1.0,5.0,2.0,0.0,2.0,4.0,19799.0,10.4,4.0,45090.0
1.0,10.0,8.0,3.0,1.0,0.0,2.0,0.0,4.0,4.0,24729.0,9.8,3.0,45500.0
1.0,10.0,8.0,3.0,1.0,0.0,2.0,0.0,4.0,5.0,20102.0,9.8,3.0,45500.0
1.0,10.0,8.0,3.0,1.0,5.0,2.0,0.0,4.0,4.0,19292.0,9.8,3.0,45500.0
1.0,10.0,8.0,3.0,1.0,5.0,2.0,0.0,4.0,4.0,19659.0,9.8,3.0,45500.0
1.0,10.0,8.0,3.0,1.0,0.0,2.0,0.0,4.0,5.0,20275.0,9.8,3.0,45500.0
1.0,11.0,8.0,3.0,7.0,3.0,2.0,0.0,4.0,6.0,45000.0,8.7,6.0,45880.0
1.0,10.0,2.0,3.0,7.0,5.0,2.0,0.0,2.0,6.0,41000.0,10.1,6.0,45888.0
1.0,10.0,8.0,3.0,1.0,0.0,2.0,0.0,4.0,4.0,70201.0,9.1,5.0,45995.0
1.0,10.0,4.0,2.0,1.0,2.0,2.0,0.0,4.0,6.0,42500.0,8.7,5.0,73791.0
1.0,10.0,8.0,3.0,1.0,2.0,2.0,0.0,4.0,6.0,44999.0,9.0,6.0,45999.0
1.0,11.0,8.0,3.0,1.0,5.0,2.0,0.0,2.0,4.0,44390.0,10.4,4.0,46400.0
1.0,10.0,8.0,3.0,1.0,1.0,2.0,0.0,4.0,6.0,117207.0,9.0,5.0,46890.0
1.0,10.0,8.0,3.0,1.0,5.0,2.0,0.0,4.0,6.0,84860.0,9.0,5.0,46990.0
1.0,10.0,7.0,3.0,6.0,0.0,2.0,0.0,2.0,6.0,39682.0,10.2,5.0,46995.0
1.0,11.0,8.0,3.0,1.0,3.0,2.0,0.0,4.0,6.0,61583.0,8.7,6.0,47990.0
1.0,10.0,7.0,3.0,1.0,4.0,2.0,0.0,4.0,4.0,41744.0,10.5,4.0,47995.0
1.0,10.0,7.0,3.0,6.0,5.0,2.0,0.0,2.0,5.0,106570.0,9.5,6.0,48495.0
1.0,10.0,7.0,3.0,1.0,0.0,2.0,0.0,4.0,4.0,13380.0,11.4,4.0,48585.0
1.0,10.0,7.0,3.0,1.0,5.0,2.0,0.0,2.0,6.0,74324.0,10.2,5.0,48900.0
1.0,10.0,2.0,3.0,6.0,0.0,2.0,0.0,2.0,6.0,66233.0,10.2,5.0,48995.0
1.0,10.0,8.0,3.0,1.0,0.0,2.0,0.0,5.0,6.0,42523.0,9.0,5.0,48998.0
1.0,10.0,8.0,3.0,2.0,5.0,2.0,0.0,4.0,6.0,97000.0,9.0,5.0,49800.0
1.0,10.0,7.0,3.0,1.0,1.0,2.0,0.0,4.0,7.0,70084.0,10.2,5.0,49800.0
1.0,10.0,7.0,3.0,1.0,1.0,2.0,0.0,4.0,6.0,68481.0,10.2,5.0,49901.0
1.0,11.0,8.0,3.0,7.0,0.0,2.0,0.0,4.0,6.0,30663.0,8.7,6.0,49995.0
1.0,11.0,8.0,3.0,1.0,5.0,2.0,0.0,4.0,4.0,7143.0,10.1,4.0,49998.0
1.0,10.0,4.0,3.0,7.0,5.0,2.0,0.0,4.0,6.0,35613.0,10.2,5.0,50499.0
1.0,10.0,2.0,6.0,7.0,0.0,2.0,0.0,4.0,6.0,42000.0,10.2,5.0,50900.0
1.0,10.0,4.0,3.0,7.0,5.0,2.0,0.0,4.0,6.0,62598.0,10.2,5.0,50990.0
1.0,10.0,8.0,3.0,5.0,2.0,2.0,0.0,4.0,6.0,79576.0,9.0,5.0,51777.0
1.0,11.0,8.0,3.0,1.0,2.0,2.0,0.0,4.0,6.0,33988.0,8.7,5.0,52990.0
1.0,10.0,4.0,3.0,1.0,0.0,2.0,0.0,4.0,6.0,44610.0,10.2,5.0,52990.0
1.0,11.0,8.0,3.0,6.0,1.0,2.0,0.0,2.0,6.0,24085.0,8.7,5.0,52995.0
1.0,10.0,4.0,3.0,6.0,3.0,6.0,0.0,4.0,4.0,18709.0,11.4,3.0,52998.0
1.0,10.0,7.0,3.0,7.0,2.0,2.0,0.0,2.0,6.0,54790.0,9.8,6.0,53800.0
1.0,10.0,7.0,3.0,1.0,3.0,2.0,0.0,4.0,7.0,105722.0,9.4,5.0,53899.0
1.0,10.0,7.0,3.0,1.0,0.0,8.0,0.0,2.0,4.0,9573.0,11.4,2.0,53900.0
1.0,11.0,8.0,3.0,6.0,1.0,2.0,0.0,2.0,6.0,39452.0,8.7,5.0,53995.0
1.0,10.0,8.0,3.0,0.0,5.0,2.0,0.0,4.0,6.0,40868.0,9.0,5.0,56998.0
1.0,10.0,1.0,3.0,1.0,0.0,2.0,0.0,2.0,6.0,32173.0,9.8,6.0,58995.0
1.0,10.0,8.0,3.0,1.0,5.0,2.0,0.0,4.0,4.0,20000.0,8.8,3.0,63880.0
1.0,10.0,4.0,3.0,7.0,3.0,2.0,0.0,4.0,6.0,39998.0,9.5,4.0,63990.0
1.0,10.0,4.0,3.0,1.0,1.0,2.0,0.0,4.0,6.0,75000.0,8.7,5.0,63995.0
1.0,10.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,6.0,26102.0,9.9,3.0,65800.0
1.0,10.0,8.0,3.0,1.0,0.0,2.0,0.0,4.0,6.0,28863.0,8.3,3.0,66980.0
1.0,10.0,8.0,3.0,1.0,5.0,3.0,0.0,4.0,6.0,51000.0,8.0,4.0,67880.0
1.0,10.0,8.0,3.0,2.0,0.0,2.0,0.0,4.0,4.0,25778.0,9.2,2.0,68898.0
1.0,10.0,4.0,3.0,1.0,0.0,2.0,0.0,4.0,6.0,43685.0,8.7,5.0,69998.0
1.0,10.0,4.0,3.0,5.0,5.0,8.0,0.0,4.0,6.0,6136.0,9.9,3.0,69999.0
1.0,10.0,4.0,3.0,1.0,0.0,2.0,0.0,3.0,6.0,9061.0,10.3,2.0,71888.0
1.0,10.0,8.0,3.0,1.0,0.0,3.0,0.0,2.0,6.0,54744.0,8.3,3.0,73995.0
1.0,10.0,7.0,3.0,7.0,0.0,2.0,0.0,4.0,6.0,15000.0,10.3,2.0,75800.0
1.0,10.0,2.0,3.0,1.0,2.0,2.0,0.0,2.0,6.0,23972.0,8.9,5.0,75901.0
1.0,10.0,8.0,3.0,1.0,0.0,2.0,0.0,3.0,6.0,37744.0,8.3,3.0,79799.0
1.0,10.0,8.0,3.0,1.0,5.0,2.0,0.0,4.0,6.0,34200.0,8.3,3.0,79800.0
1.0,10.0,2.0,3.0,1.0,2.0,2.0,0.0,2.0,7.0,33618.0,8.7,3.0,88800.0
1.0,10.0,2.0,3.0,1.0,5.0,2.0,0.0,2.0,5.0,200000.0,9.7,15.0,7995.0
1.0,11.0,8.0,3.0,2.0,0.0,2.0,0.0,4.0,5.0,185159.0,10.8,12.0,9950.0
1.0,10.0,7.0,3.0,1.0,0.0,2.0,0.0,4.0,4.0,146000.0,11.6,12.0,11499.0
1.0,10.0,2.0,3.0,6.0,3.0,2.0,0.0,4.0,4.0,145400.0,11.6,11.0,14900.0
1.0,10.0,7.0,3.0,2.0,1.0,2.0,0.0,4.0,4.0,196359.0,10.8,9.0,14995.0
1.0,10.0,7.0,3.0,1.0,5.0,2.0,0.0,4.0,4.0,121000.0,11.6,10.0,15950.0
1.0,10.0,7.0,4.0,1.0,0.0,2.0,0.0,4.0,4.0,127199.0,11.5,9.0,16290.0
1.0,10.0,7.0,3.0,1.0,2.0,2.0,0.0,4.0,6.0,199650.0,10.8,8.0,16495.0
1.0,10.0,8.0,3.0,1.0,0.0,2.0,0.0,4.0,4.0,193000.0,8.6,10.0,16900.0
1.0,10.0,7.0,3.0,1.0,4.0,2.0,0.0,4.0,4.0,123397.0,10.8,9.0,16999.0
1.0,10.0,2.0,3.0,2.0,0.0,2.0,0.0,2.0,5.0,145000.0,11.6,10.0,17900.0
1.0,10.0,7.0,3.0,1.0,2.0,2.0,0.0,4.0,4.0,141210.0,10.8,9.0,17987.0
1.0,10.0,2.0,3.0,1.0,1.0,2.0,0.0,2.0,4.0,158000.0,10.5,9.0,18800.0
1.0,10.0,8.0,3.0,1.0,2.0,2.0,0.0,5.0,6.0,209006.0,8.6,10.0,19800.0
1.0,11.0,8.0,3.0,6.0,3.0,2.0,0.0,4.0,4.0,120000.0,9.6,9.0,19888.0
1.0,10.0,7.0,3.0,1.0,0.0,2.0,0.0,4.0,4.0,116193.0,11.6,8.0,19900.0
1.0,10.0,8.0,3.0,8.0,3.0,0.0,0.0,4.0,6.0,235000.0,9.3,9.0,19995.0
1.0,10.0,8.0,4.0,1.0,0.0,2.0,0.0,4.0,5.0,115059.0,9.7,8.0,20995.0
1.0,10.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,6.0,154747.0,11.0,8.0,21598.0
1.0,10.0,7.0,4.0,1.0,0.0,2.0,0.0,4.0,4.0,70403.0,12.4,7.0,22980.0
1.0,10.0,7.0,3.0,1.0,0.0,8.0,0.0,2.0,4.0,62078.0,11.6,8.0,22990.0
1.0,10.0,7.0,6.0,1.0,2.0,2.0,0.0,4.0,6.0,133944.0,10.1,10.0,22999.0
1.0,10.0,7.0,3.0,1.0,5.0,2.0,0.0,4.0,6.0,125890.0,9.2,9.0,23295.0
1.0,11.0,8.0,3.0,1.0,5.0,2.0,0.0,4.0,5.0,156988.0,9.6,8.0,23487.0
1.0,10.0,7.0,3.0,1.0,5.0,2.0,1.0,4.0,4.0,33190.0,12.5,10.0,24888.0
1.0,10.0,7.0,4.0,1.0,5.0,2.0,0.0,4.0,4.0,89327.0,12.4,6.0,24900.0
1.0,11.0,8.0,3.0,1.0,5.0,2.0,0.0,4.0,4.0,96800.0,9.6,7.0,25400.0
1.0,10.0,8.0,3.0,6.0,3.0,0.0,0.0,4.0,6.0,133000.0,10.5,10.0,25900.0
1.0,10.0,8.0,3.0,1.0,5.0,2.0,0.0,4.0,4.0,53000.0,9.7,8.0,25900.0
1.0,10.0,7.0,3.0,1.0,0.0,2.0,0.0,4.0,4.0,71577.0,11.5,7.0,25995.0
1.0,10.0,8.0,3.0,2.0,5.0,2.0,0.0,5.0,5.0,126081.0,9.7,6.0,26900.0
1.0,10.0,7.0,3.0,1.0,1.0,2.0,0.0,4.0,4.0,126000.0,11.3,7.0,27895.0
1.0,10.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,6.0,123989.0,9.3,11.0,28888.0
1.0,10.0,8.0,3.0,6.0,3.0,0.0,0.0,4.0,6.0,122000.0,9.3,9.0,28900.0
1.0,10.0,7.0,3.0,2.0,3.0,2.0,0.0,4.0,4.0,74161.0,10.8,8.0,28900.0
1.0,10.0,7.0,3.0,1.0,0.0,2.0,0.0,4.0,4.0,77000.0,9.2,9.0,28990.0
1.0,10.0,7.0,3.0,1.0,0.0,2.0,0.0,4.0,4.0,61000.0,11.6,5.0,28995.0
1.0,10.0,7.0,6.0,6.0,0.0,2.0,0.0,4.0,4.0,112000.0,9.3,9.0,29990.0
1.0,11.0,8.0,3.0,1.0,0.0,2.0,0.0,4.0,4.0,154997.0,10.4,6.0,29990.0
1.0,10.0,7.0,3.0,1.0,5.0,2.0,0.0,4.0,6.0,160000.0,10.0,7.0,29995.0
1.0,11.0,8.0,3.0,1.0,0.0,2.0,0.0,4.0,5.0,114440.0,8.2,8.0,29999.0
1.0,10.0,7.0,3.0,5.0,2.0,8.0,0.0,4.0,4.0,75225.0,10.1,7.0,32588.0
1.0,10.0,8.0,3.0,1.0,2.0,2.0,0.0,4.0,4.0,67900.0,9.4,5.0,32880.0
1.0,10.0,7.0,3.0,1.0,2.0,2.0,0.0,4.0,6.0,83402.0,10.0,6.0,32900.0
1.0,10.0,7.0,3.0,1.0,5.0,2.0,0.0,4.0,6.0,60000.0,10.1,10.0,33895.0
1.0,11.0,8.0,3.0,1.0,5.0,2.0,0.0,4.0,4.0,57500.0,10.1,5.0,33990.0
1.0,10.0,7.0,3.0,1.0,0.0,2.0,0.0,4.0,4.0,49346.0,11.3,7.0,33999.0
1.0,10.0,8.0,3.0,6.0,3.0,2.0,0.0,4.0,4.0,74526.0,7.5,9.0,34480.0
1.0,11.0,8.0,3.0,2.0,3.0,2.0,0.0,4.0,4.0,106661.0,10.4,6.0,34490.0
1.0,10.0,8.0,3.0,1.0,3.0,2.0,0.0,4.0,4.0,28654.0,9.7,6.0,34900.0
1.0,10.0,1.0,3.0,1.0,0.0,2.0,0.0,2.0,4.0,77288.0,10.5,7.0,35980.0
1.0,11.0,8.0,3.0,6.0,3.0,2.0,0.0,4.0,4.0,32912.0,10.2,5.0,39900.0
1.0,11.0,8.0,3.0,1.0,5.0,2.0,0.0,4.0,7.0,63529.0,10.4,6.0,39900.0
1.0,10.0,7.0,3.0,1.0,2.0,2.0,0.0,4.0,4.0,21459.0,11.0,5.0,39990.0
1.0,10.0,7.0,3.0,1.0,5.0,0.0,0.0,4.0,6.0,43433.0,12.4,9.0,39999.0
1.0,11.0,8.0,3.0,1.0,0.0,2.0,0.0,4.0,4.0,64728.0,10.4,4.0,40990.0
1.0,10.0,8.0,3.0,1.0,4.0,2.0,0.0,4.0,4.0,16145.0,10.9,2.0,42900.0
1.0,10.0,8.0,3.0,6.0,5.0,2.0,0.0,2.0,4.0,8263.0,9.4,4.0,42995.0
1.0,11.0,8.0,3.0,0.0,3.0,2.0,0.0,4.0,4.0,12156.0,10.4,6.0,43490.0
1.0,10.0,4.0,3.0,1.0,5.0,2.0,0.0,4.0,4.0,34485.0,11.6,5.0,43990.0
1.0,10.0,7.0,3.0,1.0,1.0,2.0,0.0,4.0,4.0,26159.0,10.5,5.0,43995.0
1.0,10.0,4.0,3.0,1.0,5.0,2.0,0.0,4.0,6.0,36000.0,10.0,6.0,44880.0
1.0,10.0,2.0,3.0,1.0,2.0,8.0,0.0,2.0,6.0,59000.0,9.5,4.0,63995.0
1.0,10.0,4.0,3.0,1.0,0.0,2.0,0.0,4.0,6.0,92727.0,10.1,6.0,44888.0
1.0,10.0,8.0,3.0,1.0,5.0,2.0,0.0,4.0,6.0,56648.0,9.0,6.0,44990.0
1.0,11.0,8.0,3.0,5.0,2.0,2.0,0.0,4.0,5.0,57141.0,8.7,6.0,45500.0
1.0,11.0,8.0,3.0,2.0,3.0,2.0,0.0,4.0,4.0,46363.0,10.4,4.0,46900.0
1.0,11.0,8.0,3.0,1.0,5.0,2.0,0.0,4.0,4.0,37707.0,10.4,4.0,46990.0
1.0,10.0,2.0,3.0,1.0,2.0,2.0,0.0,2.0,4.0,39648.0,10.5,6.0,49800.0
1.0,10.0,7.0,3.0,6.0,0.0,2.0,0.0,2.0,6.0,64655.0,10.2,5.0,49995.0
1.0,11.0,8.0,3.0,1.0,1.0,2.0,0.0,4.0,6.0,41000.0,8.4,3.0,58999.0
1.0,10.0,7.0,3.0,1.0,0.0,2.0,0.0,4.0,4.0,90.0,11.2,1.0,63743.0
1.0,10.0,7.0,3.0,1.0,5.0,2.0,0.0,4.0,4.0,90.0,11.2,1.0,66153.0
1.0,10.0,4.0,3.0,5.0,2.0,2.0,0.0,4.0,7.0,6078.0,9.9,3.0,69999.0
1.0,10.0,4.0,3.0,1.0,5.0,2.0,0.0,4.0,6.0,59982.0,8.7,5.0,70888.0
1.0,11.0,8.0,3.0,1.0,5.0,2.0,0.0,5.0,6.0,90.0,8.9,1.0,76553.0
1.0,11.0,8.0,3.0,6.0,0.0,2.0,0.0,5.0,6.0,90.0,8.9,1.0,79293.0
1.0,11.0,8.0,3.0,1.0,3.0,2.0,0.0,5.0,6.0,90.0,8.9,1.0,79293.0
1.0,10.0,4.0,3.0,6.0,3.0,2.0,0.0,4.0,8.0,39000.0,7.3,6.0,79999.0
1.0,10.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,6.0,90.0,10.3,1.0,82143.0
1.0,10.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,6.0,20556.0,8.8,2.0,94990.0
1.0,10.0,2.0,3.0,7.0,0.0,2.0,0.0,2.0,8.0,83491.0,6.4,10.0,114995.0
1.0,10.0,4.0,4.0,1.0,5.0,2.0,0.0,4.0,4.0,167801.0,12.1,13.0,9995.0
1.0,11.0,8.0,3.0,1.0,0.0,2.0,0.0,4.0,5.0,203208.0,10.8,12.0,11995.0
1.0,10.0,7.0,3.0,1.0,5.0,8.0,0.0,4.0,4.0,136956.0,11.6,11.0,14900.0
1.0,11.0,8.0,3.0,6.0,3.0,2.0,0.0,4.0,4.0,120000.0,10.8,12.0,14999.0
1.0,10.0,7.0,4.0,1.0,5.0,2.0,0.0,4.0,4.0,104967.0,12.4,6.0,22999.0
1.0,11.0,8.0,3.0,1.0,0.0,2.0,0.0,4.0,6.0,138592.0,9.6,13.0,15000.0
1.0,10.0,2.0,3.0,1.0,0.0,8.0,0.0,2.0,4.0,137782.0,11.6,10.0,17250.0
1.0,11.0,8.0,3.0,1.0,2.0,2.0,0.0,5.0,5.0,180502.0,9.6,9.0,17900.0
1.0,11.0,8.0,3.0,1.0,0.0,2.0,0.0,4.0,6.0,192050.0,9.6,8.0,17995.0
1.0,10.0,7.0,3.0,2.0,5.0,2.0,0.0,4.0,4.0,143400.0,11.3,10.0,18995.0
1.0,11.0,8.0,3.0,1.0,0.0,2.0,0.0,4.0,4.0,87500.0,11.1,10.0,21999.0
1.0,10.0,7.0,3.0,1.0,0.0,2.0,0.0,4.0,4.0,78456.0,10.8,9.0,23899.0
1.0,10.0,7.0,4.0,1.0,1.0,2.0,0.0,4.0,4.0,76293.0,12.4,7.0,23980.0
1.0,10.0,7.0,4.0,1.0,0.0,2.0,0.0,4.0,4.0,70923.0,12.4,7.0,23980.0
1.0,10.0,7.0,3.0,1.0,0.0,2.0,0.0,4.0,6.0,138000.0,10.5,11.0,24895.0
1.0,10.0,1.0,3.0,1.0,5.0,2.0,0.0,2.0,4.0,159000.0,11.2,9.0,24900.0
1.0,10.0,7.0,3.0,1.0,5.0,2.0,0.0,4.0,4.0,81410.0,11.5,7.0,24980.0
1.0,10.0,8.0,3.0,6.0,3.0,0.0,0.0,4.0,4.0,141000.0,10.5,10.0,25499.0
1.0,10.0,8.0,3.0,1.0,0.0,0.0,0.0,4.0,6.0,179000.0,9.3,9.0,27995.0
1.0,10.0,7.0,3.0,1.0,5.0,2.0,0.0,4.0,6.0,144677.0,10.4,10.0,29850.0
1.0,10.0,8.0,3.0,1.0,5.0,2.0,0.0,4.0,4.0,55000.0,9.7,7.0,30999.0
1.0,10.0,7.0,3.0,1.0,5.0,2.0,0.0,4.0,5.0,66000.0,11.3,7.0,31450.0
1.0,10.0,4.0,3.0,1.0,5.0,2.0,0.0,4.0,6.0,72535.0,10.0,7.0,34880.0
1.0,11.0,8.0,3.0,6.0,3.0,2.0,0.0,4.0,4.0,85000.0,10.4,6.0,36900.0
1.0,10.0,7.0,3.0,1.0,5.0,2.0,0.0,4.0,6.0,63568.0,10.1,8.0,38900.0
1.0,11.0,8.0,3.0,1.0,3.0,2.0,0.0,4.0,4.0,79978.0,10.4,6.0,39880.0
1.0,11.0,8.0,3.0,1.0,5.0,2.0,0.0,4.0,4.0,41669.0,10.4,6.0,39900.0
1.0,11.0,8.0,3.0,1.0,0.0,2.0,0.0,2.0,4.0,43414.0,10.1,5.0,39995.0
1.0,10.0,6.0,3.0,1.0,0.0,2.0,0.0,2.0,4.0,94599.0,11.0,8.0,40800.0
1.0,11.0,8.0,3.0,1.0,0.0,2.0,0.0,5.0,6.0,120203.0,8.7,6.0,42800.0
1.0,10.0,4.0,3.0,6.0,3.0,2.0,0.0,4.0,4.0,55484.0,11.6,5.0,42880.0
1.0,10.0,8.0,3.0,1.0,0.0,2.0,0.0,4.0,4.0,38500.0,9.8,3.0,42995.0
1.0,10.0,7.0,3.0,6.0,3.0,2.0,0.0,4.0,8.0,97189.0,8.6,9.0,43888.0
1.0,10.0,7.0,3.0,1.0,1.0,2.0,0.0,4.0,6.0,74301.0,10.1,6.0,46888.0
1.0,10.0,8.0,3.0,2.0,5.0,2.0,0.0,4.0,5.0,72000.0,9.1,6.0,47900.0
1.0,10.0,7.0,3.0,1.0,0.0,2.0,0.0,4.0,4.0,90.0,11.2,1.0,57343.0
1.0,10.0,7.0,3.0,1.0,5.0,2.0,0.0,4.0,4.0,90.0,11.2,1.0,59553.0
1.0,10.0,7.0,3.0,1.0,0.0,2.0,0.0,4.0,5.0,53359.0,9.5,6.0,62995.0
1.0,10.0,7.0,3.0,1.0,5.0,2.0,0.0,4.0,4.0,90.0,11.2,1.0,66743.0
1.0,11.0,8.0,3.0,1.0,0.0,2.0,0.0,5.0,6.0,90.0,8.9,1.0,76293.0
1.0,11.0,8.0,3.0,1.0,3.0,2.0,0.0,5.0,6.0,90.0,8.9,1.0,80143.0
1.0,11.0,8.0,3.0,1.0,0.0,6.0,0.0,5.0,4.0,90.0,11.1,1.0,83643.0
1.0,11.0,8.0,3.0,6.0,0.0,2.0,0.0,5.0,6.0,90.0,8.9,1.0,84743.0
1.0,11.0,8.0,3.0,6.0,5.0,2.0,0.0,5.0,6.0,90.0,8.9,1.0,85593.0
1.0,10.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,7.0,91146.0,7.1,15.0,89900.0
1.0,10.0,7.0,3.0,1.0,1.0,2.0,0.0,4.0,4.0,122000.0,8.6,19.0,5995.0
1.0,10.0,4.0,3.0,1.0,0.0,2.0,0.0,4.0,5.0,284351.0,11.5,13.0,6595.0
1.0,10.0,7.0,3.0,1.0,2.0,2.0,0.0,4.0,4.0,193800.0,11.0,17.0,7950.0
1.0,11.0,8.0,3.0,6.0,3.0,2.0,0.0,4.0,6.0,176000.0,9.6,14.0,10900.0
1.0,10.0,7.0,3.0,1.0,5.0,2.0,0.0,4.0,4.0,156505.0,11.6,12.0,13500.0
1.0,10.0,7.0,4.0,1.0,3.0,2.0,0.0,4.0,6.0,216927.0,11.4,9.0,14499.0
1.0,10.0,8.0,3.0,2.0,2.0,2.0,0.0,4.0,6.0,146000.0,7.8,14.0,15450.0
1.0,10.0,8.0,3.0,0.0,5.0,2.0,0.0,4.0,6.0,139000.0,7.8,15.0,15900.0
1.0,10.0,7.0,3.0,1.0,2.0,2.0,0.0,4.0,4.0,24548.0,11.3,14.0,18995.0
1.0,10.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,101000.0,17.2,13.0,19900.0
1.0,11.0,8.0,3.0,1.0,1.0,2.0,0.0,5.0,6.0,156345.0,9.6,8.0,23900.0
1.0,10.0,7.0,3.0,1.0,4.0,2.0,0.0,4.0,5.0,134409.0,11.4,7.0,24995.0
1.0,11.0,8.0,3.0,1.0,2.0,2.0,0.0,4.0,5.0,100000.0,9.6,8.0,28999.0
1.0,10.0,8.0,3.0,1.0,0.0,2.0,0.0,4.0,4.0,17900.0,9.7,7.0,29999.0
1.0,10.0,4.0,3.0,6.0,3.0,2.0,0.0,4.0,4.0,124000.0,11.5,5.0,30950.0
1.0,10.0,7.0,3.0,1.0,5.0,2.0,0.0,4.0,4.0,81122.0,11.3,7.0,31990.0
1.0,10.0,1.0,3.0,1.0,4.0,2.0,0.0,2.0,4.0,88000.0,11.2,12.0,34800.0
1.0,10.0,7.0,3.0,1.0,2.0,0.0,0.0,4.0,6.0,119864.0,11.9,10.0,36900.0
1.0,10.0,8.0,3.0,1.0,2.0,2.0,0.0,4.0,4.0,64700.0,9.4,5.0,38500.0
1.0,10.0,7.0,3.0,1.0,5.0,2.0,0.0,4.0,5.0,77735.0,10.5,5.0,39900.0
1.0,10.0,7.0,3.0,1.0,2.0,2.0,0.0,4.0,4.0,37398.0,11.4,4.0,39980.0
1.0,10.0,7.0,3.0,1.0,5.0,2.0,0.0,4.0,8.0,108224.0,9.4,10.0,41897.0
1.0,11.0,8.0,3.0,1.0,0.0,8.0,0.0,2.0,6.0,90.0,8.9,1.0,74967.0
17.0,10.0,7.0,3.0,1.0,5.0,2.0,0.0,4.0,12.0,69252.0,5.2,17.0,44800.0
17.0,10.0,7.0,3.0,1.0,3.0,2.0,2.0,4.0,12.0,17600.0,5.8,11.0,99800.0
17.0,10.0,8.0,3.0,0.0,3.0,2.0,0.0,4.0,12.0,70777.0,6.1,7.0,159800.0
17.0,10.0,7.0,3.0,1.0,2.0,2.0,0.0,4.0,6.0,34112.0,5.7,18.0,64800.0
17.0,10.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,12.0,114000.0,5.2,16.0,66500.0
17.0,10.0,2.0,3.0,6.0,0.0,2.0,0.0,2.0,12.0,14365.0,6.2,4.0,349998.0
17.0,10.0,1.0,3.0,1.0,5.0,2.0,0.0,2.0,12.0,40000.0,5.7,17.0,77999.0
17.0,10.0,1.0,3.0,1.0,4.0,2.0,0.0,2.0,8.0,95683.0,7.3,11.0,95998.0
17.0,10.0,7.0,3.0,9.0,3.0,7.0,0.0,4.0,7.0,58525.0,6.2,10.0,99998.0
17.0,10.0,8.0,3.0,2.0,2.0,2.0,0.0,4.0,8.0,86500.0,7.2,5.0,175000.0
