Year,Brand,Model,Body Type,Drivetrain,Interior Colour,Exterior Colour,Fuel Type,Transmission Type,Doors,Cylinder Count,Fuel Efficiency (Lt/100kms),Distance (km),Mileage (kms/Lt),Years Used,Purchase Price,Current Market Price
2010,Dodge,Other Model Type,Other Body Type,AWD,Grey,Other Colour,Gas,Automatic,4,8,13.77,155533,7.3,14,17800,322.59
2010,Dodge,Other Model Type,Coupe,RWD,Black,Black,Gas,Manual,2,8,13.14,53042,7.6,14,35990,1712.67
2023,Dodge,Other Model Type,Coupe,AWD,Black,Black,Gas,Automatic,2,6,10.96,0,9.1,1,53255,50592.25
2023,Dodge,Other Model Type,Coupe,RWD,Black,Black,Gas,Other,2,8,12.32,100,8.1,1,56385,53035.4
2023,Dodge,Other Model Type,Sedan,RWD,Black,White,Gas,Automatic,4,8,12.32,0,8.1,1,56585,53755.75
2023,Dodge,Other Model Type,Coupe,RWD,Black,Other Colour,Gas,Other,2,8,12.32,0,8.1,1,56695,53860.25
2023,Dodge,Other Model Type,Coupe,RWD,Black,Black,Gas,Automatic,2,8,12.32,0,8.1,1,58475,55551.25
2023,Dodge,Other Model Type,Sedan,RWD,Black,Other Colour,Gas,Automatic,4,8,12.32,0,8.1,1,58875,55931.25
2023,Dodge,Other Model Type,Sedan,RWD,Black,Black,Gas,Automatic,4,8,12.32,0,8.1,1,59475,56501.25
2023,Dodge,Other Model Type,Sedan,RWD,Black,Other Colour,Gas,Automatic,4,8,12.32,0,8.1,1,59770,56781.5
2023,Dodge,Other Model Type,Sedan,RWD,Black,Other Colour,Gas,Automatic,4,8,12.32,0,8.1,1,59975,56976.25
2023,Dodge,Other Model Type,Sedan,RWD,Black,Black,Gas,Automatic,4,8,12.32,0,8.1,1,59975,56976.25
2023,Dodge,Other Model Type,Sedan,RWD,Black,Red,Gas,Automatic,4,8,12.32,0,8.1,1,59975,56976.25
2023,Dodge,Other Model Type,Sedan,RWD,Black,Black,Gas,Automatic,4,8,12.32,0,8.1,1,60270,57256.5
2023,Dodge,Other Model Type,SUV,AWD,Black,Red,Gas,Automatic,4,,11.38,18,8.8,1,69275,65693.0
2023,Dodge,Other Model Type,SUV,AWD,Black,White,Gas,Automatic,4,8,14.09,0,7.1,1,73980,70281.0
2023,Dodge,Other Model Type,SUV,AWD,Black,Black,Gas,Automatic,4,,14.09,18,7.1,1,77375,73374.18
2022,Dodge,Other Model Type,SUV,AWD,Black,Black,Gas,Automatic,4,,14.09,8,7.1,2,79345,71353.42
2023,Dodge,Other Model Type,SUV,AWD,Black,Grey,Gas,Automatic,4,,14.09,18,7.1,1,82475,78210.47
2023,Dodge,Other Model Type,SUV,4WD,Black,White,Gas,Automatic,4,8,14.09,0,7.1,1,82475,78351.25
2023,Dodge,Other Model Type,SUV,AWD,Black,White,Gas,Automatic,4,,14.09,18,7.1,1,82475,78210.47
2023,Dodge,Other Model Type,SUV,AWD,Other Colour,White,Gas,Automatic,4,,15.56,18,6.4,1,99431,94289.73
2022,Dodge,Other Model Type,Coupe,RWD,Other Colour,White,Gas,Automatic,2,,14.79,250,6.8,2,100570,88305.37
2023,Dodge,Other Model Type,SUV,4WD,Other Colour,White,Gas,Automatic,4,8,15.56,0,6.4,1,101680,96596.0
2020,Dodge,Other Model Type,Coupe,RWD,Black,Other Colour,Gas,Automatic,2,,14.88,14422,6.7,4,126900,41569.08
2022,Dodge,Other Model Type,Sedan,RWD,White,White,Gas,Automatic,4,8,15.62,4546,6.4,2,137800,85260.55
2002,Dodge,Other Model Type,Coupe,RWD,Black,Other Colour,Gas,Manual,2,,16.22,17200,6.2,22,149888,-5510.59
2020,Dodge,Other Model Type,Coupe,RWD,Black,Blue,Gas,Automatic,2,8,14.88,12738,6.7,4,149900,52739.91
2023,Dodge,Other Model Type,SUV,AWD,Other Colour,Black,Gas,Automatic,4,8,17.48,0,5.7,1,167225,158863.75
2018,Dodge,Other Model Type,Coupe,RWD,Red,Black,Gas,Automatic,2,,14.5,5700,6.9,6,210888,94026.5
2009,Dodge,Grand,Minivan,FWD,Other Colour,Red,Flexible,Automatic,4,6,10.71,221726,9.3,15,4490,48.44
2011,Dodge,Grand,Minivan,FWD,Beige,Red,Gas,Automatic,4,6,10.27,199000,9.7,13,4995,83.65
2009,Dodge,Other Model Type,SUV,FWD,Grey,Red,Gas,Automatic,4,,11.3,213000,8.8,15,5488,61.52
2009,Dodge,Other Model Type,SUV,FWD,Beige,White,Gas,Automatic,4,6,11.3,184155,8.8,15,5888,75.82
2010,Dodge,Other Model Type,SUV,AWD,Black,Blue,Gas,Automatic,4,,11.39,209014,8.8,14,5990,82.05
2010,Dodge,Other Model Type,Other Body Type,4x4,Black,White,Gas,Automatic,4,8,13.77,309521,7.3,14,5995,56.29
2012,Dodge,Other Model Type,SUV,FWD,Black,Blue,Gas,Automatic,4,4,9.32,186245,10.7,12,7500,152.87
2012,Dodge,Other Model Type,SUV,FWD,Black,Grey,Gas,Automatic,4,4,9.32,176586,10.7,12,7995,171.4
2013,Dodge,Other Model Type,Sedan,FWD,Black,White,Gas,Manual,4,4,7.11,195000,14.1,11,8500,186.59
2019,Dodge,Other Model Type,SUV,AWD,Other Colour,Red,Gas,Automatic,2,6,11.3,69580,8.8,5,43995,4146.3
2010,Dodge,Grand,Minivan,FWD,Black,White,Gas,Automatic,4,6,10.5,188000,9.5,14,9450,143.18
2014,Dodge,Grand,Minivan,FWD,Black,White,Flexible,Automatic,4,6,10.27,243000,9.7,10,9500,187.75
2012,Dodge,Grand,Minivan,FWD,Black,Black,Gas,Automatic,4,6,10.27,207164,9.7,12,9999,184.17
2013,Dodge,Other Model Type,SUV,FWD,Grey,Grey,Gas,Automatic,4,,9.62,151000,10.4,11,9999,279.48
2012,Dodge,Grand,Minivan,FWD,Black,Blue,Gas,Automatic,4,,10.27,165000,9.7,12,10990,251.2
2012,Dodge,Grand,Minivan,FWD,Black,White,Gas,Automatic,4,6,10.27,160519,9.7,12,10995,257.92
2011,Dodge,Grand,Minivan,FWD,Black,Blue,Gas,Automatic,4,6,10.27,159108,9.7,13,11888,246.04
2014,Dodge,Other Model Type,SUV,FWD,Black,White,Gas,Automatic,4,4,9.62,175128,10.4,10,12495,337.47
2018,Dodge,Other Model Type,Sedan,AWD,Black,Black,Gas,Automatic,4,8,13.35,284000,7.5,6,12900,307.14
2018,Dodge,Other Model Type,Sedan,AWD,Black,Blue,Gas,Automatic,4,8,13.35,273000,7.5,6,12900,319.08
2014,Dodge,Other Model Type,SUV,AWD,Black,Black,Gas,Automatic,4,6,10.56,272228,9.5,10,12995,230.22
2022,Dodge,Other Model Type,SUV,AWD,Black,Grey,Gas,Automatic,4,,11.3,1033,8.8,2,47998,39153.63
2014,Dodge,Grand,Minivan,FWD,Grey,Black,Gas,Automatic,4,,10.27,146000,9.7,10,13995,448.56
2011,Dodge,Other Model Type,SUV,4x4,Black,Black,Gas,Automatic,4,6,11.16,251115,9.0,13,13995,187.59
2016,Dodge,Other Model Type,Sedan,AWD,Black,White,Gas,Automatic,4,8,13.36,179000,7.5,8,15900,504.76
2020,Dodge,Grand,Minivan,FWD,Black,White,Gas,Automatic,4,,11.77,100210,8.5,4,29950,2174.03
2019,Dodge,Grand,Minivan,FWD,Black,Black,Flexible,Automatic,4,6,11.77,130000,8.5,5,19900,1066.07
2014,Dodge,Grand,Minivan,FWD,Other Colour,Other Colour,Gas,Automatic,4,,10.27,98000,9.7,10,31988,1480.93
2015,Dodge,Grand,Minivan,FWD,Black,Other Colour,Gas,Automatic,4,,11.77,103000,8.5,9,33988,1654.28
2012,Dodge,Grand,Minivan,FWD,Other Colour,White,Gas,Automatic,4,6,10.27,17000,9.7,12,34000,5037.04
2019,Dodge,Grand,Minivan,FWD,Other Colour,Black,Gas,Automatic,2,6,11.77,0,8.5,5,34467,25850.25
2013,Dodge,Grand,Minivan,FWD,Other Colour,White,Gas,Automatic,4,6,10.27,89328,9.7,11,35000,1585.66
2015,Dodge,Grand,Minivan,FWD,Other Colour,Other Colour,Other,Automatic,4,6,11.77,77000,8.5,9,41000,2591.95
2017,Dodge,Grand,Minivan,FWD,Other Colour,White,Other,Automatic,4,6,11.77,52500,8.5,7,49900,5189.6
2005,Other Brand,Other Model Type,Coupe,RWD,Black,Black,Gas,Automatic,2,8,19.54,46962,5.1,19,158800,1393.91
2008,Other Brand,Other Model Type,Convertible,RWD,Black,Red,Gas,Automatic,2,8,18.38,62560,5.4,16,168800,4652.7
2007,Other Brand,Other Model Type,Coupe,RWD,Black,Black,Gas,Automatic,2,12,18.84,33801,5.3,17,189800,6499.85
2017,Other Brand,Other Model Type,Convertible,RWD,Red,Other Colour,Gas,Automatic,2,8,12.68,12797,7.9,7,248800,70939.16
2017,Other Brand,Other Model Type,Convertible,RWD,Black,Other Colour,Gas,Automatic,2,8,12.68,14000,7.9,7,249800,67654.17
2011,Other Brand,Other Model Type,Convertible,RWD,Other Colour,Other Colour,Gas,Automatic,2,8,15.54,23001,6.4,13,158800,16841.91
2015,Other Brand,Other Model Type,Wagon,AWD,Other Colour,Other Colour,Gas,Automatic,2,,18.38,30000,5.4,9,229899,31611.11
2005,Other Brand,Other Model Type,Convertible,RWD,Red,Other Colour,Gas,Automatic,2,8,19.54,50957,5.1,19,158800,1302.56
2007,Other Brand,Other Model Type,Convertible,RWD,Cream,Blue,Gas,Automatic,2,,16.17,30236,6.2,17,165910,6185.13
2014,Other Brand,Other Model Type,Coupe,AWD,Black,Black,Gas,Automatic,2,12,18.38,69114,5.4,10,169910,10738.3
2006,Other Brand,Other Model Type,Convertible,RWD,Brown,Red,Gas,Automatic,2,8,16.17,26628,6.2,18,172800,4717.7
2008,Other Brand,Other Model Type,Convertible,RWD,Black,Black,Gas,Automatic,2,8,18.38,30682,5.4,16,192800,9478.39
2008,Other Brand,Other Model Type,Convertible,RWD,Other Colour,Black,Premium Unleaded,Manual,2,8,18.38,40375,5.4,16,175277,6958.89
2008,Other Brand,Other Model Type,Coupe,RWD,Black,Red,Gas,Manual,2,8,18.38,15002,5.4,16,218800,17502.6
2014,Other Brand,Other Model Type,Coupe,AWD,Black,Black,Gas,Automatic,2,12,18.38,40470,5.4,10,219910,21786.21
2018,Other Brand,Other Model Type,Wagon,AWD,Other Colour,White,Gas,Automatic,2,12,16.99,59472,5.9,6,259910,26188.54
2019,Other Brand,Other Model Type,Convertible,RWD,Other Colour,Other Colour,Gas,Automatic,2,,12.9,9959,7.8,5,297888,111937.47
2021,Other Brand,Other Model Type,Coupe,RWD,Other Colour,Other Colour,Gas,Automatic,2,,14.21,900,7.0,3,509899,397627.66
2021,Other Brand,Other Model Type,Coupe,RWD,Other Colour,Other Colour,Gas,Automatic,2,8,12.41,5257,8.1,3,339999,189420.69
2019,Other Brand,Other Model Type,Convertible,RWD,Black,Other Colour,Gas,Automatic,2,8,13.45,11710,7.4,5,419910,145063.33
2007,Other Brand,Other Model Type,Convertible,RWD,Cream,Blue,Gas,Other,2,8,16.17,22648,6.2,17,199900,9184.33
2017,Other Brand,Other Model Type,Convertible,RWD,Black,Black,Gas,Automatic,2,8,12.68,8673,7.9,7,216000,75188.78
2009,Other Brand,Other Model Type,Convertible,RWD,Tan,Red,Gas,Automatic,2,8,18.38,9859,5.4,15,229888,28940.03
2012,Other Brand,Other Model Type,Coupe,RWD,Other Colour,Black,Gas,Automatic,2,8,16.68,24751,6.0,12,298888,34403.38
2019,Other Brand,Other Model Type,Convertible,RWD,Cream,Other Colour,Gas,Automatic,2,8,12.9,4737,7.8,5,299900,152626.04
2013,Other Brand,Other Model Type,Convertible,RWD,Other Colour,Other Colour,Gas,Automatic,2,8,16.17,18462,6.2,11,320000,50593.77
2018,Other Brand,Other Model Type,Coupe,RWD,Beige,Red,Gas,Automatic,2,12,17.4,4078,5.7,6,635000,315740.87
2020,Other Brand,Other Model Type,Coupe,RWD,Black,Red,Gas,Automatic,2,12,17.4,3305,5.7,4,788000,473806.84
2019,Other Brand,Other Model Type,Coupe,RWD,Black,Red,Gas,Automatic,2,8,13.95,4711,7.2,5,799999,407857.56
2019,Other Brand,Other Model Type,Coupe,RWD,Other Colour,Other Colour,Gas,Automatic,2,8,13.95,1254,7.2,5,889998,593121.11
2017,Other Brand,Other Model Type,Coupe,RWD,Black,Blue,Gas,Automatic,2,12,18.84,1077,5.3,7,1250000,733501.85
2007,Other Brand,Other Model Type,Coupe,RWD,Black,Black,Gas,Other,2,12,18.84,11672,5.3,17,229999,15919.09
2015,Other Brand,Other Model Type,Coupe,AWD,Black,Other Colour,Gas,Automatic,2,12,18.38,16592,5.4,9,249900,51686.6
2014,Other Brand,Other Model Type,Convertible,RWD,Other Colour,Other Colour,Gas,Automatic,2,8,16.17,7955,6.2,10,399000,111111.11
2013,Other Brand,Other Model Type,Convertible,FWD,Other Colour,Other Colour,Gas,Other,2,4,6.33,98158,15.8,11,12295,511.54
2012,Other Brand,Other Model Type,Hatchback,FWD,Red,White,Gas,Manual,2,4,5.98,122982,16.7,12,16888,507.98
2013,Other Brand,Other Model Type,Coupe,FWD,Black,Other Colour,Gas,Automatic,2,,6.18,131850,16.2,11,7500,237.93
2012,Other Brand,Other Model Type,Convertible,FWD,Black,Red,Gas,Manual,2,,6.31,96805,15.8,12,7995,299.42
2012,Other Brand,Other Model Type,Hatchback,FWD,Red,Black,Gas,Other,2,4,6.31,154700,15.8,12,7999,194.27
2012,Other Brand,Other Model Type,Convertible,FWD,Red,Red,Gas,Other,2,4,6.31,147000,15.8,12,8800,224.2
2017,Other Brand,Other Model Type,Convertible,RWD,Brown,White,Gas,Other,2,,7.96,48255,12.6,7,27500,3068.41
2012,Other Brand,Other Model Type,Coupe,FWD,Black,Red,Gas,Manual,2,,7.49,108595,13.4,12,8995,303.39
2012,Other Brand,Other Model Type,Convertible,FWD,Red,Black,Gas,Manual,2,4,6.31,110000,15.8,12,9800,326.67
2012,Other Brand,Other Model Type,Hatchback,FWD,Other Colour,Other Colour,Gas,Manual,2,4,6.31,36446,15.8,12,10500,904.28
2013,Other Brand,Other Model Type,Convertible,FWD,Red,White,Gas,Other,2,4,6.33,152000,15.8,11,10800,300.0
2012,Other Brand,Other Model Type,Hatchback,FWD,Black,Red,Gas,Automatic,2,4,6.31,76000,15.8,12,10900,506.98
2013,Other Brand,Other Model Type,Convertible,FWD,Red,White,Gas,Automatic,2,4,6.33,115000,15.8,11,10900,392.4
2012,Other Brand,Other Model Type,Convertible,FWD,Black,Black,Gas,Automatic,2,4,6.31,46000,15.8,12,12900,921.43
2014,Other Brand,Other Model Type,Sedan,FWD,Grey,White,Gas,Automatic,4,,7.1,89808,14.1,10,13995,701.1
2014,Other Brand,Other Model Type,Hatchback,FWD,Grey,White,Gas,Automatic,4,,7.1,105051,14.1,10,10500,456.32
2016,Ford,Other Model Type,SUV,4x4,Black,Grey,Gas,Automatic,4,6,13.01,169109,7.7,8,20000,669.98
2022,Ford,Escape,SUV,AWD,Grey,Black,Gas,Automatic,4,3,8.37,11535,11.9,2,34988,14622.34
2017,Ford,Escape,SUV,AWD,Black,White,Gas,Automatic,4,,10.24,73036,9.8,7,23798,1862.89
2006,Ford,F-150,Truck,4x4,Grey,White,Gas,Automatic,4,8,14.48,183000,6.9,18,9750,50.52
2016,Ford,Other Model Type,Hatchback,FWD,Other Colour,Black,Gas,Other,4,4,7.63,33979,13.1,8,14896,2032.24
2016,Ford,Escape,SUV,4x4,Black,White,Gas,Automatic,4,4,10.05,153030,10.0,8,16495,607.07
2017,Ford,Other Model Type,Sedan,FWD,Black,Grey,Gas,Automatic,4,4,9.12,119000,11.0,7,16999,856.54
2017,Ford,Other Model Type,Sedan,FWD,Black,Black,Gas,Automatic,4,4,9.59,87014,10.4,7,17990,1205.34
2017,Ford,Escape,SUV,4x4,Grey,White,Gas,Automatic,4,4,9.62,103000,10.4,7,19450,1118.81
2018,Ford,Other Model Type,Sedan,FWD,Black,White,Gas,Automatic,4,4,9.55,67498,10.5,6,19690,1778.5
2018,Ford,Escape,SUV,FWD,Black,White,Gas,Automatic,4,,9.12,80537,11.0,6,19980,1544.78
2017,Ford,Other Model Type,Sedan,AWD,Other Colour,Black,Gas,Automatic,4,4,10.14,103745,9.9,7,20588,1176.51
2017,Ford,Escape,SUV,FWD,Black,Other Colour,Gas,Automatic,4,,9.43,95814,10.6,7,20999,1289.94
2018,Ford,Escape,SUV,4x4,Grey,Black,Gas,Automatic,4,4,9.62,99000,10.4,6,21450,1377.52
2018,Ford,Escape,SUV,4x4,Black,Blue,Gas,Automatic,4,,9.62,105000,10.4,6,21950,1336.09
2016,Ford,Escape,SUV,4x4,Black,White,Gas,Automatic,4,4,10.05,69000,10.0,8,21990,1670.13
2016,Ford,Other Model Type,Coupe,RWD,Black,Grey,Gas,Manual,2,,11.01,119000,9.1,8,21990,1022.79
2016,Ford,Other Model Type,SUV,4x4,Black,Black,Gas,Automatic,4,,12.16,129000,8.2,8,21990,949.21
2020,Ford,Other Model Type,SUV,AWD,Beige,Other Colour,Premium Unleaded,Automatic,2,6,11.02,59012,9.1,4,42495,4926.1
2018,Ford,Escape,SUV,FWD,Other Colour,White,Gas,Automatic,4,,9.12,75844,11.0,6,22770,1856.74
2018,Ford,Escape,SUV,4x4,Black,White,Gas,Automatic,4,4,9.62,94035,10.4,6,22888,1540.02
2018,Ford,Other Model Type,SUV,4x4,Black,White,Gas,Automatic,4,,9.21,56012,10.9,6,22888,2427.07
2019,Ford,Escape,SUV,4x4,Black,Black,Gas,Automatic,4,4,9.94,117000,10.1,5,22950,1355.31
2018,Ford,Escape,SUV,4x4,Black,White,Gas,Automatic,4,4,10.29,136000,9.7,6,23450,1124.32
2019,Ford,Escape,SUV,FWD,Grey,Blue,Gas,Automatic,4,,9.12,51648,11.0,5,23900,2907.64
2020,Ford,Escape,SUV,AWD,Other Colour,Blue,Gas,Automatic,4,,8.32,68889,12.0,4,23988,2432.58
2019,Ford,Escape,SUV,4WD,Other Colour,Black,Gas,Automatic,2,,9.94,71468,10.1,5,23999,2209.36
2019,Ford,Escape,SUV,FWD,Black,Black,Gas,Automatic,4,4,9.12,73500,11.0,5,24690,2217.66
2017,Ford,Other Model Type,SUV,4x4,Black,White,Gas,Automatic,4,4,12.96,149764,7.7,7,24790,1008.58
2018,Ford,Escape,SUV,4x4,Black,White,Gas,Automatic,4,4,10.29,71000,9.7,6,24888,2150.81
2018,Ford,Escape,SUV,4x4,Black,Black,Gas,Automatic,4,4,9.95,60261,10.1,6,24904,2481.15
2017,Ford,Other Model Type,SUV,4x4,Other Colour,Blue,Gas,Automatic,4,4,11.34,112123,8.8,7,24954,1328.18
2020,Ford,Other Model Type,Sedan,FWD,Grey,White,Gas,Automatic,4,4,8.65,40178,11.6,4,24990,3984.22
2019,Ford,Escape,SUV,4WD,Other Colour,Blue,Gas,Automatic,2,,9.94,89609,10.1,5,24999,1882.28
2018,Ford,Other Model Type,SUV,AWD,Other Colour,White,Gas,Automatic,4,4,10.46,99755,9.6,6,25495,1626.03
2019,Ford,Other Model Type,SUV,4x4,Other Colour,Other Colour,Gas,Automatic,4,4,9.21,65412,10.9,5,25995,2585.3
2020,Ford,Escape,SUV,4x4,Other Colour,Black,Gas,Automatic,4,3,8.32,42107,12.0,4,25995,3991.02
2017,Ford,Other Model Type,SUV,AWD,Black,Black,Gas,Automatic,4,4,12.14,67170,8.2,7,26590,2239.67
2020,Ford,Escape,SUV,AWD,Grey,Black,Gas,Automatic,4,3,8.32,99000,12.0,4,26850,1970.64
2021,Ford,Other Model Type,SUV,4x4,Other Colour,Black,Gas,Automatic,4,3,8.85,36027,11.3,3,37888,6996.94
2019,Ford,Escape,SUV,FWD,Other Colour,Other Colour,Gas,Automatic,4,4,9.12,37085,11.0,5,27224,4336.41
2019,Ford,Other Model Type,SUV,AWD,Black,White,Gas,Automatic,4,4,10.01,111020,10.0,5,27295,1691.56
2018,Ford,Other Model Type,SUV,AWD,Grey,White,Gas,Automatic,4,,11.28,76478,8.9,6,27500,2226.0
2018,Ford,Other Model Type,SUV,FWD,Black,White,Gas,Automatic,4,4,9.93,39678,10.1,6,27995,3944.7
2020,Ford,Other Model Type,Sedan,FWD,Black,Red,Gasoline Hybrid,Other,4,,5.63,116742,17.8,4,28350,1789.46
2020,Ford,Other Model Type,SUV,AWD,Beige,White,Gas,Automatic,4,4,10.01,90000,10.0,4,28888,2311.04
2020,Ford,Escape,SUV,AWD,Grey,Other Colour,Gas,Automatic,4,3,8.32,52000,12.0,4,28950,3735.48
2018,Ford,Other Model Type,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,4,4,10.46,55511,9.6,6,28995,3098.18
2019,Ford,Other Model Type,SUV,AWD,Black,White,Gas,Automatic,4,,10.01,95200,10.0,5,29888,2130.8
2021,Ford,Escape,SUV,AWD,Grey,Black,Gas,Automatic,4,3,8.37,24000,11.9,3,30777,7694.25
2018,Ford,Other Model Type,SUV,AWD,Black,Black,Gas,Automatic,4,,12.0,79200,8.3,6,30888,2423.95
2009,Ford,Other Model Type,Sedan,FWD,Other Colour,Other Colour,Gas,Manual,4,,8.68,179449,11.5,15,2400,31.67
2016,Ford,Other Model Type,SUV,4x4,Black,Black,Gas,Automatic,4,,12.6,83938,7.9,8,32280,2061.79
2019,Ford,Other Model Type,SUV,AWD,Black,Red,Gas,Automatic,4,4,10.01,63468,10.0,5,32295,3296.84
2018,Ford,Other Model Type,SUV,AWD,Black,Black,Gas,Automatic,4,,12.0,59050,8.3,6,32888,3334.05
2019,Ford,Other Model Type,SUV,4x4,Black,White,Premium Unleaded,Automatic,4,4,11.34,89925,8.8,5,32999,2476.78
2019,Ford,Other Model Type,SUV,AWD,Black,White,Premium Unleaded,Automatic,4,6,11.07,74453,9.0,5,34499,3063.75
2016,Ford,Other Model Type,SUV,AWD,Other Colour,Black,Gas,Automatic,4,,13.01,55410,7.7,8,34988,3209.42
2019,Ford,Other Model Type,SUV,4x4,Black,White,Gas,Automatic,4,4,11.34,91780,8.8,5,34995,2578.72
2019,Ford,Other Model Type,SUV,4x4,Black,Red,Gas,Automatic,4,6,12.75,78649,7.8,5,35990,3044.87
2022,Ford,Escape,SUV,AWD,Black,White,Gas,Automatic,4,,9.15,20784,10.9,2,36998,10816.72
2021,Ford,Escape,SUV,AWD,Black,Grey,Premium Unleaded,Automatic,4,4,9.1,27945,11.0,3,37488,8397.63
2019,Ford,Other Model Type,SUV,AWD,Black,Other Colour,Gas,Automatic,4,6,11.07,61509,9.0,5,37995,3984.99
2021,Ford,Other Model Type,SUV,4x4,Other Colour,Grey,Gas,Automatic,4,3,8.85,15138,11.3,3,37999,12848.73
2020,Ford,Other Model Type,SUV,AWD,Black,Blue,Gas,Automatic,5,,11.02,44809,9.1,4,38918,5680.53
2021,Ford,Escape,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,4,4,9.1,35547,11.0,3,39332,7340.15
2017,Ford,Other Model Type,Convertible,RWD,Black,Red,Gas,Manual,2,8,13.47,64007,7.4,7,39800,3495.62
2021,Ford,Other Model Type,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,4,4,10.06,61500,9.9,3,39999,4755.13
2018,Ford,F-150,Other Body Type,4x4,Black,Grey,Flexible,Automatic,4,8,12.94,172353,7.7,6,34995,1343.36
2020,Ford,Other Model Type,SUV,AWD,Black,Black,Gas,Automatic,5,,10.29,85256,9.7,4,40142,3371.29
2017,Ford,Other Model Type,Other Body Type,RWD,Other Colour,White,Gas,Automatic,3,6,15.04,164000,6.6,7,41888,1564.78
2019,Ford,Other Model Type,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,2,6,11.07,59610,9.0,5,41959,4520.79
2017,Ford,Other Model Type,Coupe,RWD,Black,Red,Gas,Manual,2,8,13.34,44000,7.5,7,41995,5054.95
2022,Ford,Escape,SUV,AWD,Black,White,Gas,Automatic,4,,9.15,10086,10.9,2,42397,18996.96
2020,Ford,Other Model Type,Coupe,RWD,Black,White,Gas,Manual,2,,14.54,25,6.9,4,159888,127591.42
2007,Ford,Other Model Type,Convertible,RWD,Black,Other Colour,Gas,Manual,2,8,11.65,126850,8.6,17,18888,207.03
2018,Ford,Other Model Type,Coupe,RWD,Black,Black,Gas,Manual,2,8,12.65,18000,7.9,6,43996,10999.0
2019,Ford,F-150,Truck,4WD,Other Colour,Black,Gas,Automatic,2,6,11.51,39449,8.7,5,45959,6970.67
2020,Ford,F-150,Truck,4WD,Other Colour,Black,Gas,Automatic,2,6,11.74,56344,8.5,4,45959,5541.9
2021,Ford,Other Model Type,Convertible,RWD,Black,White,Gas,Automatic,2,,10.34,18300,9.7,3,46899,14086.27
2021,Ford,F-150,Truck,4WD,Other Colour,White,Gas,Automatic,2,6,11.54,67616,8.7,3,47959,5252.16
2018,Ford,F-150,Truck,4x4,Black,Black,Diesel,Automatic,4,6,11.8,57190,8.5,6,49800,5188.27
2021,Ford,Escape,SUV,AWD,Other Colour,Blue,Gas,Automatic,2,,8.37,40975,11.9,3,33995,5668.61
2020,Ford,F-150,Truck,4x4,Black,Grey,Flexible,Automatic,4,8,13.52,70766,7.4,4,50795,5031.33
2020,Ford,Other Model Type,SUV,4x4,Black,Other Colour,Gas,Automatic,4,6,11.73,69521,8.5,4,51995,5230.82
2020,Ford,F-150,Truck,4WD,Other Colour,Other Colour,Gas,Automatic,2,6,11.79,52503,8.5,4,55959,7162.41
2022,Ford,F-150,Truck,4x4,Black,Black,Gas,Automatic,4,,11.54,20458,8.7,2,55998,16546.79
2021,Ford,Other Model Type,Coupe,RWD,Other Colour,Black,Gas,Automatic,2,8,13.12,9727,7.6,3,57699,24861.43
2017,Ford,Other Model Type,Coupe,RWD,Other Colour,Black,Gas,Manual,2,,14.55,24311,6.9,7,102995,19511.75
2011,Ford,Other Model Type,Truck,RWD,Black,White,Gas,Manual,2,6,12.04,174551,8.3,13,8999,170.67
2011,Ford,Other Model Type,SUV,AWD,Black,Black,Gas,Automatic,4,6,11.42,156474,8.8,13,9889,207.91
2016,Ford,Other Model Type,Sedan,AWD,Black,Black,Gas,Automatic,4,,9.32,175000,10.7,8,13990,453.73
2014,Ford,Other Model Type,Hatchback,FWD,Black,Blue,Other,Other,4,,6.67,59321,15.0,10,14499,1045.79
2012,Ford,Other Model Type,Coupe,RWD,Black,Other Colour,Gas,Manual,2,6,9.39,71000,10.6,12,14995,740.49
2013,Ford,Other Model Type,SUV,4x4,Black,White,Gas,Automatic,4,,10.9,223580,9.2,11,15480,298.23
2015,Ford,Other Model Type,Sedan,AWD,Black,White,Gas,Automatic,4,4,9.32,121416,10.7,9,15795,661.05
2013,Ford,Escape,SUV,FWD,Black,Red,Gas,Automatic,4,4,8.24,94796,12.1,11,15888,682.24
2018,Ford,Escape,SUV,FWD,Black,White,Gas,Automatic,4,,9.12,162000,11.0,6,15990,650.76
2013,Ford,Other Model Type,SUV,4x4,Other Colour,Other Colour,Premium Unleaded,Automatic,2,6,10.9,165196,9.2,11,16990,436.4
2013,Ford,Other Model Type,SUV,4x4,Black,Red,Gas,Automatic,4,,10.9,149700,9.2,11,19888,560.4
2017,Ford,Escape,SUV,4x4,Black,Black,Gas,Automatic,4,,10.24,118000,9.8,7,19950,1013.09
2011,Ford,Other Model Type,Coupe,RWD,Black,White,Gas,Automatic,2,,9.02,49960,11.1,13,19995,1167.15
2017,Ford,Escape,SUV,FWD,Black,Blue,Gas,Automatic,4,4,9.28,81000,10.8,7,20500,1464.29
2017,Ford,Escape,SUV,FWD,Black,White,Gas,Automatic,4,,9.12,64000,11.0,7,20950,1840.2
2017,Ford,Escape,SUV,4x4,Black,White,Gas,Automatic,4,,9.93,71513,10.1,7,20990,1673.78
2020,Ford,Other Model Type,SUV,4x4,Other Colour,Blue,Gas,Automatic,4,,10.29,43051,9.7,4,41800,6303.37
