Year,Brand,Model,Body Type,Drivetrain,Interior Colour,Exterior Colour,Fuel Type,Transmission Type,Doors,Cylinder Count,Fuel Efficiency (Lt/100kms),Distance (km),Mileage (kms/Lt),Years Used,Purchase Price,Current Market Price
2016,BMW,X5,SUV,AWD,Black,White,Gas,Automatic,4,6,11.62,124560,8.6,8,31888,1421.88
2015,BMW,X5,SUV,AWD,Cream,Other Colour,Gas,Automatic,5,,11.16,108144,9.0,9,31900,1485.05
2017,BMW,X3,SUV,AWD,Black,White,Gas,Automatic,4,4,9.93,62314,10.1,7,31990,2875.45
2018,BMW,X3,SUV,AWD,Black,White,Gas,Automatic,4,4,9.54,130000,10.5,6,32495,1624.75
2018,BMW,Other Model Type,Sedan,AWD,Black,White,Gas,Automatic,4,4,6.95,83155,14.4,6,32840,2467.72
2016,BMW,Other Model Type,Sedan,AWD,Black,Grey,Gas,Automatic,4,6,9.28,117000,10.8,8,32895,1554.09
2011,BMW,Other Model Type,SUV,AWD,Black,Black,Gas,Automatic,4,8,14.76,87000,6.8,13,32900,1187.11
2018,BMW,Other Model Type,Wagon,AWD,Black,Black,Gas,Automatic,4,4,9.52,78769,10.5,6,32990,2601.47
2016,BMW,Other Model Type,Sedan,AWD,Brown,Other Colour,Diesel,Automatic,4,6,7.89,123000,12.7,8,32995,1488.5
2019,BMW,Other Model Type,Sedan,AWD,Black,Blue,Gas,Automatic,4,,8.85,80265,11.3,5,33888,2815.71
2018,BMW,Other Model Type,SUV,AWD,Other Colour,Blue,Gas,Automatic,4,4,9.52,32892,10.5,6,33900,5532.5
2018,BMW,Other Model Type,Sedan,AWD,Other Colour,Other Colour,Diesel,Automatic,4,4,6.95,56812,14.4,6,33900,3551.76
2018,BMW,Other Model Type,Wagon,AWD,Black,Black,Gas,Automatic,4,4,9.52,59571,10.5,6,33990,3419.96
2019,BMW,Other Model Type,Wagon,AWD,Black,Black,Gas,Automatic,4,4,9.26,61593,10.8,5,34500,3614.18
2018,BMW,Other Model Type,SUV,AWD,Other Colour,Grey,Gas,Automatic,4,4,9.52,48111,10.5,6,34788,4190.53
2017,BMW,Other Model Type,Sedan,AWD,Black,White,Gas,Automatic,4,6,9.78,129000,10.2,7,34895,1631.78
2018,BMW,Other Model Type,SUV,AWD,Black,Blue,Gas,Automatic,4,4,9.52,59397,10.5,6,34898,3520.12
2017,BMW,X3,SUV,AWD,Black,White,Gas,Automatic,4,4,9.93,76000,10.1,7,34988,2644.44
2019,BMW,Other Model Type,Sedan,AWD,Red,Black,Gas,Automatic,4,4,8.85,79435,11.3,5,34995,2934.67
2018,BMW,Other Model Type,Sedan,AWD,Brown,Black,Gas,Automatic,4,4,9.11,70772,11.0,6,35990,3119.03
2016,BMW,Other Model Type,Convertible,AWD,Red,White,Gas,Automatic,2,4,8.88,34072,11.3,8,35995,4900.39
2019,BMW,X3,SUV,AWD,Black,Black,Gas,Automatic,4,,9.54,95000,10.5,5,36888,2634.86
2017,BMW,X5,SUV,AWD,Other Colour,Other Colour,Diesel,Automatic,4,6,9.27,132734,10.8,7,36990,1684.5
2017,BMW,Other Model Type,Coupe,AWD,Red,White,Gas,Automatic,2,6,9.78,60000,10.2,7,37895,3518.82
2019,BMW,Other Model Type,Hatchback,AWD,Black,White,Gas,Automatic,4,4,9.11,47708,11.0,5,37900,4925.66
2019,BMW,X3,SUV,AWD,Black,Blue,Gas,Automatic,4,,9.54,51500,10.5,5,38888,4742.44
2017,BMW,X5,SUV,AWD,Brown,White,Gas,Automatic,4,,13.77,100000,7.3,7,38999,2304.49
2016,BMW,Other Model Type,SUV,AWD,Red,White,Gas,Automatic,4,6,11.52,124514,8.7,8,39888,1779.21
2019,BMW,Other Model Type,Sedan,AWD,Black,White,Gas,Automatic,4,,9.78,83253,10.2,5,40888,3288.47
2018,BMW,Other Model Type,Sedan,AWD,Black,White,Gas,Automatic,4,6,9.48,84000,10.5,6,41995,3127.29
2018,BMW,X3,SUV,AWD,Black,Black,Premium Unleaded,Automatic,2,4,9.54,55639,10.5,6,42210,4501.44
2019,BMW,Other Model Type,Sedan,AWD,Other Colour,White,Gas,Automatic,4,,9.8,76124,10.2,5,42888,3734.85
2019,BMW,Other Model Type,Sedan,AWD,Black,White,Gas,Automatic,4,6,9.8,64822,10.2,5,46995,4710.68
2018,BMW,X5,SUV,AWD,Brown,White,Gasoline Hybrid,Automatic,4,,9.89,66966,10.1,6,46999,4274.52
2018,BMW,X5,SUV,AWD,Brown,White,Gas,Automatic,4,,11.56,57461,8.7,6,47995,4980.14
2019,BMW,Other Model Type,Coupe,AWD,Black,Black,Gas,Automatic,2,6,9.82,28996,10.2,5,47995,9230.75
2018,BMW,X5,SUV,AWD,Brown,Black,Gas,Automatic,4,6,11.56,44182,8.7,6,49995,6459.06
2020,BMW,Other Model Type,Sedan,AWD,Brown,White,Gas,Automatic,4,,8.82,70950,11.3,4,51888,5127.91
2019,BMW,Other Model Type,SUV,AWD,White,Blue,Gas,Automatic,4,,10.46,69800,9.6,5,52888,4970.68
2023,BMW,Other Model Type,SUV,AWD,Black,Other Colour,Premium Unleaded,Automatic,4,4,8.43,90,11.9,1,54210,51040.14
2023,BMW,Other Model Type,SUV,AWD,Other Colour,Other Colour,Premium Unleaded,Automatic,4,4,8.43,90,11.9,1,54210,51040.14
2019,BMW,Other Model Type,Sedan,AWD,Black,Black,Gas,Automatic,4,,11.46,75572,8.7,5,55888,4898.33
2023,BMW,Other Model Type,SUV,AWD,Black,Grey,Premium Unleaded,Automatic,4,4,8.43,90,11.9,1,57815,54434.34
2017,BMW,Other Model Type,Coupe,RWD,Red,White,Gas,Automatic,2,6,11.63,83815,8.6,7,57950,4015.08
2019,BMW,Other Model Type,Sedan,AWD,Black,Black,Gas,Automatic,4,,11.46,49769,8.7,5,58888,7389.45
2023,BMW,X3,SUV,AWD,Red,Black,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,59315,55846.63
2023,BMW,X3,SUV,AWD,Black,Black,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,59315,55846.63
2023,BMW,X3,SUV,AWD,Black,White,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,59315,55846.63
2018,BMW,Other Model Type,Sedan,AWD,Other Colour,Blue,Gas,Automatic,4,8,12.1,49466,8.3,6,59980,7060.51
2019,BMW,X5,SUV,AWD,Black,Black,Gas,Automatic,4,,10.53,63000,9.5,5,62888,6461.1
2017,BMW,Other Model Type,Sedan,RWD,Black,White,Gas,Automatic,4,,11.63,75000,8.6,7,62988,4816.73
2018,BMW,Other Model Type,Coupe,RWD,Red,Other Colour,Gas,Automatic,2,6,11.63,62000,8.6,6,63995,6221.74
2017,BMW,X5,SUV,AWD,Other Colour,Black,Gas,Automatic,4,8,14.58,72982,6.9,7,64000,5013.14
2023,BMW,X3,SUV,AWD,Black,White,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,64715,60930.87
2023,BMW,X3,SUV,AWD,Black,Red,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,64965,61166.25
2016,BMW,X5,SUV,AWD,Black,White,Gas,Automatic,4,8,14.82,45307,6.7,8,64998,7051.33
2023,BMW,X3,SUV,AWD,Black,Blue,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,65610,61773.54
2023,BMW,X3,SUV,AWD,Black,Red,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,66165,62296.09
2017,BMW,Other Model Type,Sedan,RWD,White,Other Colour,Gas,Automatic,4,6,11.63,49100,8.6,7,66888,7356.55
2023,BMW,X3,SUV,AWD,Black,White,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,67715,63755.45
2023,BMW,X3,SUV,AWD,Other Colour,White,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,67860,63891.97
2019,BMW,Other Model Type,Coupe,RWD,Other Colour,Other Colour,Gas,Manual,2,6,11.69,53080,8.6,5,67900,8073.08
2023,BMW,X3,SUV,AWD,Other Colour,Blue,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,68810,64786.42
2023,BMW,X3,SUV,AWD,Red,Black,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,68810,64786.42
2023,BMW,X3,SUV,AWD,Black,Black,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,68810,64786.42
2023,BMW,X3,SUV,AWD,Other Colour,Grey,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,68810,64786.42
2023,BMW,X3,SUV,AWD,Black,Grey,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,68810,64786.42
2020,BMW,Other Model Type,Coupe,RWD,Black,White,Gas,Other,2,6,11.69,55782,8.6,4,68885,8377.37
2023,BMW,X3,SUV,AWD,Black,Blue,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,69160,65115.96
2023,BMW,X3,SUV,AWD,Black,Blue,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,69165,65120.66
2023,BMW,X3,SUV,AWD,Red,White,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,69365,65308.97
2023,BMW,X3,SUV,AWD,Red,Black,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,70260,66151.64
2023,BMW,X3,SUV,AWD,Black,Blue,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,70365,66250.5
2023,BMW,X3,SUV,AWD,Red,Blue,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,70815,66674.18
2023,BMW,Other Model Type,Sedan,AWD,Black,Grey,Gasoline Hybrid,Automatic,4,4,9.16,90,10.9,1,70990,66838.95
2023,BMW,X3,SUV,AWD,Red,Black,Premium Unleaded,Automatic,4,4,9.83,90,10.2,1,72960,68693.76
2018,BMW,Other Model Type,Convertible,RWD,Black,Black,Gas,Automatic,2,6,11.82,59001,8.5,6,75995,7709.53
2023,BMW,X3,SUV,AWD,Red,Grey,Gasoline Hybrid,Automatic,4,4,10.14,90,9.9,1,84050,79135.28
2020,BMW,Other Model Type,Sedan,AWD,Other Colour,Black,Gas,Automatic,4,8,12.43,58917,8.0,4,88900,10319.66
2020,BMW,Other Model Type,SUV,AWD,Brown,White,Gas,Automatic,4,6,10.53,28216,9.5,4,89880,18815.16
2023,BMW,X5,SUV,AWD,Black,Grey,Gasoline Hybrid,Automatic,4,6,11.48,8009,8.7,1,93520,49333.11
2020,BMW,Other Model Type,Convertible,AWD,Other Colour,Grey,Gas,Automatic,2,8,12.43,27148,8.0,4,100005,21536.56
2022,BMW,X5,SUV,AWD,Brown,White,Premium Unleaded,Automatic,2,8,12.69,11999,7.9,2,121617,49754.67
2023,BMW,Other Model Type,Sedan,AWD,Other Colour,Other Colour,Gas,Automatic,4,8,12.21,900,8.2,1,126999,110687.2
2023,BMW,X5,SUV,AWD,Black,Blue,Premium Unleaded,Automatic,2,8,12.99,8999,7.7,1,127343,63674.85
2023,BMW,Other Model Type,SUV,AWD,Other Colour,Black,Premium Unleaded,Automatic,2,8,12.99,90,7.7,1,130751,123105.5
2023,BMW,X5,SUV,AWD,Brown,Black,Premium Unleaded,Automatic,2,8,15.7,90,6.4,1,170831,160841.87
2023,BMW,Other Model Type,Sedan,AWD,Brown,Other Colour,Premium Unleaded,Automatic,2,8,13.76,90,7.3,1,192731,181461.3
2008,BMW,Other Model Type,Sedan,RWD,Black,White,Gas,Automatic,4,6,9.75,169000,10.3,16,6850,76.54
2008,BMW,X3,SUV,AWD,Cream,Black,Gas,Automatic,4,6,10.82,175000,9.2,16,7500,81.08
2012,BMW,Other Model Type,SUV,AWD,Other Colour,Black,Gas,Automatic,4,4,8.54,152000,11.7,12,10900,269.14
2013,BMW,Other Model Type,Sedan,AWD,Tan,Black,Gas,Automatic,4,,7.65,184000,13.1,11,10995,255.04
2013,BMW,Other Model Type,Sedan,AWD,Black,White,Gas,Automatic,4,,7.65,208400,13.1,11,11995,247.15
2011,BMW,X5,SUV,AWD,Beige,Black,Gas,Automatic,4,,10.98,197600,9.1,13,12995,219.09
2013,BMW,Other Model Type,Sedan,AWD,Black,White,Gas,Automatic,4,4,7.65,185000,13.1,11,12995,299.88
2013,BMW,Other Model Type,Convertible,RWD,Beige,Other Colour,Gas,Automatic,2,,9.04,178117,11.1,11,13990,334.66
2009,BMW,Other Model Type,Convertible,RWD,Grey,Blue,Gas,Automatic,2,6,10.04,179000,10.0,15,13995,185.12
2008,BMW,Other Model Type,Convertible,RWD,Red,Black,Gas,Automatic,2,,10.04,172833,10.0,16,14995,164.03
2011,BMW,X5,SUV,AWD,Black,White,Diesel,Automatic,4,,9.42,196632,10.6,13,14995,253.99
2010,BMW,Other Model Type,Sedan,AWD,Beige,White,Gas,Automatic,4,8,12.97,141000,7.7,14,15900,315.89
2009,BMW,X5,SUV,AWD,Black,Black,Diesel,Automatic,4,6,9.26,150000,10.8,15,15900,248.44
2011,BMW,Other Model Type,Sedan,AWD,Beige,Other Colour,Gas,Automatic,4,6,8.74,138437,11.4,13,15995,377.15
2013,BMW,X3,SUV,AWD,Black,Other Colour,Gas,Automatic,4,,8.38,120180,11.9,11,16600,573.82
2012,BMW,Other Model Type,Sedan,AWD,Brown,Black,Gas,Automatic,4,6,8.3,153000,12.0,12,16995,417.06
2013,BMW,Other Model Type,Sedan,AWD,White,Grey,Premium Unleaded,Automatic,4,4,7.65,161750,13.1,11,16998,445.36
2012,BMW,Other Model Type,Convertible,RWD,Red,Black,Gas,Other,2,,9.09,118797,11.0,12,16999,527.93
2011,BMW,Other Model Type,Sedan,AWD,Brown,Black,Gas,Automatic,4,6,8.74,120000,11.4,13,17900,481.92
2017,BMW,X5,SUV,AWD,Black,Grey,Gas,Automatic,4,8,14.58,70970,6.9,7,66800,5362.48
2018,BMW,Other Model Type,SUV,AWD,Black,Grey,Gas,Automatic,4,4,9.26,107147,10.8,6,28987,1732.09
2013,BMW,Other Model Type,Sedan,AWD,Other Colour,White,Gas,Automatic,4,6,8.12,170000,12.3,11,17999,449.97
2013,BMW,Other Model Type,Sedan,RWD,Black,Grey,Gas,Automatic,4,4,7.21,93532,13.9,11,18495,803.88
2016,BMW,Other Model Type,Sedan,AWD,Black,Other Colour,Gas,Automatic,4,,8.88,166500,11.3,8,18777,638.31
2013,BMW,Other Model Type,Sedan,AWD,White,Black,Gas,Automatic,4,6,8.12,137586,12.3,11,18995,579.17
2013,BMW,X3,SUV,AWD,Beige,Other Colour,Gas,Automatic,4,4,8.38,79322,11.9,11,23900,1204.07
2016,BMW,Other Model Type,SUV,AWD,Brown,White,Gas,Automatic,4,4,9.21,61000,10.9,8,26995,2281.27
2013,BMW,Other Model Type,Sedan,AWD,Brown,Black,Gas,Automatic,4,8,10.83,107484,9.2,11,28888,1106.5
2015,BMW,Other Model Type,Sedan,AWD,Red,Black,Gas,Automatic,4,4,9.07,44570,11.0,9,28900,2912.77
2016,BMW,X5,SUV,AWD,Tan,Grey,Gas,Automatic,4,,11.52,175000,8.7,8,29495,956.59
2014,BMW,X3,SUV,AWD,Black,Grey,Gas,Automatic,4,4,8.38,44892,11.9,10,29900,2723.53
2017,BMW,Other Model Type,Sedan,AWD,Black,Grey,Gas,Automatic,4,4,9.11,83906,11.0,7,29990,2075.85
2017,BMW,Other Model Type,Hatchback,AWD,Red,White,Gas,Automatic,4,4,9.11,122000,11.0,7,32995,1624.75
2012,BMW,Other Model Type,Coupe,RWD,Black,Grey,Gas,Automatic,2,8,11.21,107000,8.9,12,33495,1145.13
2018,BMW,Other Model Type,Sedan,AWD,Black,Grey,Gas,Automatic,4,,8.85,44425,11.3,6,33888,4358.59
2016,BMW,X5,SUV,AWD,Black,White,Gas,Automatic,5,,11.62,102417,8.6,8,33900,1809.33
2017,BMW,Other Model Type,SUV,AWD,Black,White,Gas,Automatic,4,4,10.36,105830,9.7,7,34900,1958.47
2009,BMW,Other Model Type,Coupe,RWD,Red,Other Colour,Gas,Automatic,2,8,12.78,113000,7.8,15,37895,770.22
2018,BMW,Other Model Type,Sedan,AWD,Black,Black,Gas,Automatic,4,,9.78,102980,10.2,6,37900,2348.2
2016,BMW,Other Model Type,Sedan,AWD,Brown,White,Premium Unleaded,Automatic,4,8,12.05,157321,8.3,8,38745,1389.37
2019,BMW,X3,SUV,AWD,Other Colour,White,Gas,Automatic,4,4,9.54,53615,10.5,5,45885,5409.69
2018,BMW,Other Model Type,Sedan,AWD,Red,White,Gas,Automatic,4,,9.48,48165,10.5,6,45900,5523.94
2020,BMW,Other Model Type,Sedan,AWD,Black,White,Gas,Automatic,4,4,8.33,57372,12.0,4,46880,5566.7
2018,BMW,Other Model Type,SUV,AWD,Brown,White,Gas,Automatic,4,6,11.37,64373,8.8,6,52995,4987.9
2023,BMW,Other Model Type,SUV,AWD,Black,Blue,Premium Unleaded,Automatic,4,4,8.43,90,11.9,1,54421,51238.8
2023,BMW,Other Model Type,SUV,AWD,Black,Other Colour,Premium Unleaded,Automatic,4,4,8.43,90,11.9,1,56021,52745.24
2023,BMW,Other Model Type,SUV,AWD,Black,Other Colour,Premium Unleaded,Automatic,4,4,8.43,2190,11.9,1,56060,43689.09
2023,BMW,Other Model Type,SUV,AWD,Black,Other Colour,Premium Unleaded,Automatic,4,4,8.43,90,11.9,1,56410,53111.5
2023,BMW,Other Model Type,SUV,AWD,Other Colour,White,Premium Unleaded,Automatic,4,4,8.43,90,11.9,1,56910,53582.26
2013,BMW,Other Model Type,Convertible,RWD,Black,White,Gas,Automatic,2,,11.19,76500,8.9,11,58950,3066.76
2023,BMW,Other Model Type,Sedan,AWD,Black,White,Premium Unleaded,Automatic,2,4,9.23,7684,10.8,1,61476,33025.45
2023,BMW,Other Model Type,Sedan,AWD,Other Colour,White,Premium Unleaded,Automatic,2,4,8.54,90,11.7,1,62776,59105.25
2023,BMW,Other Model Type,Sedan,AWD,Black,White,Premium Unleaded,Automatic,2,4,8.54,90,11.7,1,63126,59434.79
2023,BMW,Other Model Type,Sedan,AWD,Red,White,Premium Unleaded,Automatic,2,4,9.23,90,10.8,1,63527,59812.34
2023,BMW,X3,SUV,AWD,Other Colour,Grey,Gas,Automatic,5,4,9.83,1210,10.2,1,74588,63210.17
2023,BMW,Other Model Type,Sedan,AWD,Other Colour,Grey,Premium Unleaded,Automatic,2,4,8.54,90,11.7,1,64021,60277.45
2023,BMW,Other Model Type,Sedan,AWD,Black,Blue,Premium Unleaded,Automatic,2,4,8.54,35,11.7,1,64021,60607.82
2023,BMW,Other Model Type,Sedan,AWD,Red,Grey,Premium Unleaded,Automatic,2,4,9.23,90,10.8,1,64322,60560.85
2023,BMW,X3,SUV,AWD,Black,White,Premium Unleaded,Automatic,2,4,9.83,90,10.2,1,64926,61129.53
2023,BMW,Other Model Type,Sedan,AWD,Other Colour,White,Premium Unleaded,Automatic,2,4,8.54,90,11.7,1,65476,61647.37
2023,BMW,Other Model Type,Sedan,AWD,Black,Black,Premium Unleaded,Automatic,2,4,8.54,90,11.7,1,66371,62490.04
2023,BMW,Other Model Type,Sedan,AWD,Black,Red,Premium Unleaded,Automatic,2,4,8.54,90,11.7,1,66371,62490.04
2023,BMW,Other Model Type,Sedan,AWD,Black,Blue,Premium Unleaded,Automatic,2,4,8.54,90,11.7,1,66671,62772.5
2023,BMW,Other Model Type,Sedan,AWD,Red,Grey,Premium Unleaded,Automatic,2,4,9.23,90,10.8,1,66671,62772.5
2023,BMW,Other Model Type,Sedan,AWD,Black,Grey,Premium Unleaded,Automatic,2,4,8.54,90,11.7,1,66926,63012.59
2019,BMW,Other Model Type,Coupe,RWD,Other Colour,White,Gas,Manual,2,6,11.12,51293,9.0,5,67900,8308.45
2023,BMW,X3,SUV,AWD,Other Colour,Black,Premium Unleaded,Automatic,2,4,9.83,90,10.2,1,68126,64142.42
2023,BMW,Other Model Type,Sedan,AWD,Red,Black,Gasoline Hybrid,Automatic,4,4,9.16,90,10.9,1,68221,64231.86
2023,BMW,X3,SUV,AWD,Other Colour,White,Premium Unleaded,Automatic,2,4,9.83,90,10.2,1,68776,64754.41
2023,BMW,X3,SUV,AWD,Black,White,Premium Unleaded,Automatic,2,4,9.83,90,10.2,1,68776,64754.41
2023,BMW,X3,SUV,AWD,Red,White,Premium Unleaded,Automatic,2,4,9.83,90,10.2,1,68776,64754.41
2023,BMW,X3,SUV,AWD,Beige,Black,Premium Unleaded,Automatic,2,4,9.83,90,10.2,1,69021,64985.08
2019,BMW,Other Model Type,Coupe,RWD,Black,Other Colour,Gas,Automatic,2,,11.69,28542,8.6,5,69495,13523.23
2023,BMW,Other Model Type,Sedan,AWD,Other Colour,White,Premium Unleaded,Automatic,2,4,8.54,90,11.7,1,69526,65460.56
2023,BMW,X3,SUV,AWD,Black,Black,Premium Unleaded,Automatic,2,4,9.83,90,10.2,1,69671,65597.08
2023,BMW,X3,SUV,AWD,Black,Grey,Premium Unleaded,Automatic,2,4,9.83,90,10.2,1,70471,66350.3
2023,BMW,Other Model Type,Sedan,AWD,Black,Blue,Premium Unleaded,Automatic,2,4,8.54,90,11.7,1,70626,66496.23
2019,BMW,X5,SUV,AWD,Black,White,Gas,Automatic,4,6,10.53,68558,9.5,5,59800,5709.16
2023,BMW,Other Model Type,Sedan,AWD,Red,White,Premium Unleaded,Automatic,2,4,8.54,90,11.7,1,70776,66637.46
2023,BMW,Other Model Type,Sedan,AWD,Other Colour,Blue,Premium Unleaded,Automatic,2,4,8.54,90,11.7,1,70976,66825.77
2023,BMW,X3,SUV,AWD,Black,Black,Premium Unleaded,Automatic,2,4,9.83,90,10.2,1,73371,69080.72
2023,BMW,X3,SUV,AWD,Black,Blue,Premium Unleaded,Automatic,2,4,9.83,90,10.2,1,74071,69739.79
2023,BMW,X3,SUV,AWD,Other Colour,Blue,Premium Unleaded,Automatic,2,4,9.83,90,10.2,1,74071,69739.79
2023,BMW,X3,SUV,AWD,Black,Grey,Premium Unleaded,Automatic,2,4,9.83,90,10.2,1,74571,70210.56
2023,BMW,X3,SUV,AWD,Black,Black,Premium Unleaded,Automatic,2,4,9.83,90,10.2,1,74571,70210.56
2023,BMW,X3,SUV,AWD,Black,Blue,Premium Unleaded,Automatic,2,4,9.83,90,10.2,1,74626,70262.34
2021,BMW,X5,SUV,AWD,Black,White,Premium Unleaded,Automatic,2,6,10.41,3078,9.6,3,76271,49572.07
2023,BMW,Other Model Type,Sedan,AWD,Black,White,Gasoline Hybrid,Automatic,2,4,9.55,90,10.5,1,81276,76523.49
2023,BMW,Other Model Type,Sedan,AWD,Black,White,Premium Unleaded,Automatic,2,4,8.93,90,11.2,1,82226,77417.94
2022,Other Brand,Other Model Type,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,4,8,14.55,4703,6.9,2,249998,153028.77
2008,Other Brand,Other Model Type,Convertible,RWD,Brown,Black,Gas,Automatic,2,8,15.27,49000,6.5,16,68799,2332.17
2016,Other Brand,Other Model Type,Coupe,RWD,Red,White,Gas,Automatic,2,8,15.54,44611,6.4,8,102910,11306.51
2012,Other Brand,Other Model Type,Coupe,RWD,Other Colour,Black,Gas,Automatic,2,,15.85,19000,6.3,12,119999,16551.59
2021,Other Brand,Other Model Type,SUV,4x4,Other Colour,Blue,Gas,Automatic,4,8,15.14,11891,6.6,3,229998,89305.33
2006,Other Brand,Other Model Type,Convertible,RWD,Beige,White,Gas,Automatic,2,12,17.66,26986,5.7,18,77888,2105.88
2018,Other Brand,Other Model Type,SUV,AWD,Brown,White,Gas,Automatic,4,4,8.86,53400,11.3,6,25650,2832.02
2016,Other Brand,Other Model Type,SUV,AWD,Grey,Blue,Gas,Automatic,4,,12.85,82540,7.8,8,27850,1805.71
2020,Other Brand,Other Model Type,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,4,4,9.1,54074,11.0,4,26888,3357.12
2018,Other Brand,Other Model Type,SUV,AWD,Beige,Other Colour,Gas,Automatic,4,4,10.63,44901,9.4,6,32888,4193.29
2019,Other Brand,Other Model Type,SUV,AWD,Brown,Other Colour,Gas,Automatic,4,6,11.87,78301,8.4,5,37988,3226.58
2018,Other Brand,Other Model Type,SUV,AWD,Other Colour,Grey,Gas,Automatic,4,4,8.86,72866,11.3,6,25888,2186.86
2020,Other Brand,Other Model Type,SUV,AWD,Black,Other Colour,Gas,Automatic,4,4,9.1,27800,11.0,4,29950,6338.62
2020,Other Brand,Other Model Type,SUV,AWD,Black,White,Gas,Automatic,4,3,8.55,18164,11.7,4,32997,9372.82
2023,Other Brand,Other Model Type,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,4,3,8.69,35,11.5,1,33133,31366.57
2023,Other Brand,Other Model Type,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,4,3,8.69,35,11.5,1,41223,39025.26
2012,Other Brand,Other Model Type,SUV,AWD,Black,Black,Gas,Automatic,4,,11.17,116450,9.0,12,15985,505.65
2017,Other Brand,Other Model Type,SUV,FWD,Black,Blue,Gas,Automatic,4,4,8.36,135887,12.0,7,18995,846.32
2023,Other Brand,Other Model Type,SUV,AWD,Other Colour,White,Gas,Automatic,4,,8.69,10,11.5,1,40653,38581.77
2016,Other Brand,Other Model Type,SUV,FWD,Black,Other Colour,Gas,Automatic,4,6,12.0,144982,8.3,8,19745,764.41
2019,Other Brand,Other Model Type,Hatchback,FWD,Black,White,Gas,Automatic,4,4,9.16,60162,10.9,5,22800,2437.22
2020,Other Brand,Other Model Type,SUV,FWD,Black,White,Gas,Automatic,4,4,8.68,8902,11.5,4,26997,11426.09
2020,Other Brand,Other Model Type,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,4,,8.55,60000,11.7,4,27004,3086.17
2021,Other Brand,Other Model Type,SUV,AWD,Other Colour,Other Colour,Gas,Automatic,4,,8.55,32032,11.7,3,27246,5509.87
2022,Other Brand,Other Model Type,SUV,AWD,Black,Other Colour,Gas,Automatic,4,4,9.46,16431,10.6,2,44888,15284.78
2021,Other Brand,Other Model Type,SUV,AWD,Black,Other Colour,Premium Unleaded,Automatic,4,,9.46,12767,10.6,3,45139,16852.53
2016,Other Brand,Other Model Type,Sedan,FWD,Black,White,Gas,Automatic,4,,9.55,153956,10.5,8,12774,467.47
2016,Other Brand,Other Model Type,SUV,AWD,Black,Black,Gas,Automatic,4,4,9.21,152881,10.9,8,16888,622.1
2017,Other Brand,Other Model Type,Sedan,FWD,Tan,White,Gas,Automatic,4,,9.64,61000,10.4,7,17888,1637.63
2017,Other Brand,Other Model Type,Sedan,FWD,Beige,Other Colour,Gas,Automatic,4,,9.64,82000,10.4,7,18000,1271.74
2020,Other Brand,Other Model Type,SUV,AWD,Black,White,Gas,Automatic,4,3,8.55,30812,11.7,4,28900,5665.0
2011,Other Brand,Other Model Type,SUV,FWD,Beige,Other Colour,Gas,Automatic,4,6,10.77,129160,9.3,13,10980,276.16
2012,Other Brand,Other Model Type,SUV,AWD,Black,Grey,Gas,Automatic,4,,11.17,134500,9.0,12,15999,442.88
2019,Other Brand,Other Model Type,SUV,FWD,Black,Red,Gas,Automatic,4,4,8.36,23286,12.0,5,22999,5182.13
2015,Other Brand,Other Model Type,SUV,FWD,Other Colour,Other Colour,Gas,Automatic,4,6,12.27,143200,8.1,9,17995,646.03
2015,Other Brand,Other Model Type,SUV,AWD,Black,Black,Gas,Automatic,4,,9.12,93000,11.0,9,18988,1013.92
2023,Other Brand,Other Model Type,SUV,AWD,Black,Other Colour,Gas,Automatic,2,3,8.69,154,11.5,1,36198,33866.56
2023,Other Brand,Other Model Type,SUV,AWD,Black,Other Colour,Gas,Automatic,2,3,8.69,20,11.5,1,39028,37002.59
2023,Other Brand,Other Model Type,SUV,AWD,Black,Other Colour,Gas,Automatic,2,3,8.69,9,11.5,1,39028,37043.26
2023,Other Brand,Other Model Type,SUV,AWD,Black,Other Colour,Gas,Automatic,2,3,8.69,7,11.5,1,39773,37757.92
